epoch,loss,mean_absolute_percentage_error,r_squared,val_loss,val_mean_absolute_percentage_error,val_r_squared
0,4.180665493011475,11.086527824401855,0.19888710975646973,1.3944498300552368,7.460740566253662,0.7530714273452759
1,4.137256145477295,10.975741386413574,0.21881866455078125,0.912627100944519,5.7503743171691895,0.8366214036941528
2,4.031358242034912,10.993391990661621,0.23363202810287476,0.6491081118583679,4.6636247634887695,0.8845265507698059
3,3.9608728885650635,10.674078941345215,0.24462047219276428,1.0858882665634155,6.4343791007995605,0.8077625632286072
4,4.146578788757324,11.00957202911377,0.21387197077274323,0.8349016904830933,5.454746723175049,0.8516790270805359
5,4.112990856170654,11.010385513305664,0.21156908571720123,0.9548258185386658,5.865718364715576,0.8304554224014282
6,4.1565046310424805,11.124152183532715,0.21346616744995117,1.0001888275146484,6.057076454162598,0.8231303095817566
7,4.011487007141113,10.856165885925293,0.22400125861167908,0.9108102321624756,5.765249252319336,0.8394275903701782
8,3.990847587585449,10.788671493530273,0.2313484102487564,0.9222132563591003,5.824612140655518,0.8378171920776367
9,3.8925859928131104,10.666183471679688,0.2558683454990387,0.7991356253623962,5.266104221343994,0.8593329191207886
10,3.97414231300354,10.766709327697754,0.24216842651367188,0.7725458741188049,5.166933536529541,0.8637900352478027
11,4.017373085021973,10.85811996459961,0.24202419817447662,0.9298281073570251,5.8456339836120605,0.8365557193756104
12,4.049530506134033,10.940157890319824,0.21294531226158142,1.0803873538970947,6.373568058013916,0.8102611899375916
13,3.9893805980682373,10.86513614654541,0.2425885796546936,0.9475302696228027,5.862486362457275,0.8338412642478943
14,4.080593109130859,11.044939041137695,0.22382371127605438,1.06209397315979,6.32570743560791,0.8142473697662354
15,3.878480911254883,10.658463478088379,0.2505243420600891,0.7940985560417175,5.302947044372559,0.8607680201530457
16,3.8980679512023926,10.815540313720703,0.2590499520301819,1.2263338565826416,6.964131832122803,0.7853083610534668
17,3.8441379070281982,10.548714637756348,0.26100948452949524,0.6988727450370789,4.951549530029297,0.8776220083236694
18,3.9792134761810303,10.810190200805664,0.23580233752727509,0.5629757642745972,4.295788764953613,0.9009979367256165
19,3.852708339691162,10.496916770935059,0.24340376257896423,0.8666526675224304,5.671003341674805,0.8475733399391174
20,3.9563956260681152,10.84277629852295,0.23527386784553528,0.7196924686431885,5.036393165588379,0.8728457093238831
21,3.858060359954834,10.566211700439453,0.26823994517326355,0.8623033165931702,5.626565456390381,0.8478691577911377
22,3.8074586391448975,10.549674987792969,0.2679859697818756,0.8151324391365051,5.382683753967285,0.8560779690742493
23,4.023731708526611,10.89848518371582,0.22828197479248047,0.8872963190078735,5.640805244445801,0.8433113098144531
24,3.8855040073394775,10.575677871704102,0.26277971267700195,0.7422438859939575,5.031762599945068,0.8681957125663757
25,4.006872177124023,10.77653980255127,0.23602649569511414,0.8207589387893677,5.438059329986572,0.8547626733779907
26,3.798424005508423,10.560196876525879,0.27086570858955383,0.8050200939178467,5.39723539352417,0.8576958179473877
27,3.8328962326049805,10.598962783813477,0.27595293521881104,0.6800701022148132,4.838459014892578,0.8803539276123047
28,3.6648261547088623,10.347558975219727,0.2984813451766968,0.7321980595588684,5.06733512878418,0.8709841966629028
29,3.8273277282714844,10.567017555236816,0.27664560079574585,0.6805320382118225,4.827926158905029,0.8795372247695923
30,3.8628644943237305,10.688106536865234,0.25426286458969116,0.6548028588294983,4.688596248626709,0.8839921355247498
31,3.995537281036377,10.78089427947998,0.2386680245399475,0.8500946164131165,5.5952277183532715,0.8495182991027832
