//DATASET,
//created,Wed, 24 Feb 2021 21:36:46 GMT

//TRACE,Optical Spectrum,Input 1 (Run 1) 
//NoiseBins
#LowerFrequency,UpperFrequency,Power
#(THz),(THz),(dBm)
191.6097,191.8095,-60.9201
191.8095,192.0094,-60.315
192.0094,192.2092,-59.8753
192.2092,192.4091,-59.6609
192.4091,192.6089,-59.6942
192.6089,192.8088,-59.9397
192.8088,193.0086,-60.2957
193.0086,193.2084,-60.6123
193.2084,193.4083,-60.7402
193.4083,193.6081,-60.601
193.6081,193.808,-60.2453
193.808,194.0078,-59.8533
194.0078,194.2077,-59.6583
194.2077,194.4075,-59.812
194.4075,194.6073,-60.2592
194.6073,194.8072,-60.7
194.8072,195.007,-60.6928
195.007,195.2069,-59.8889
195.2069,195.4067,-58.2364
195.4067,195.6066,-56.1005
195.6066,195.8064,-54.142
195.8064,196.0062,-53.0518
196.0062,196.2061,-53.2572

//Parameterized
#Frequency,Power
#(THz),(dBm)
191.6,-1.2123
191.8,-0.5938
191.9,-0.3246
192,-0.0947
192.1,0.0874
192.2,0.2142
192.3,0.2811
192.4,0.286
192.5,0.2309
192.7,-0.0315
192.8,-0.2141
192.9,-0.4081
193,-0.594
193.1,-0.7519
193.2,-0.8632
193.3,-0.9143
193.4,-0.8969
193.6,-0.673
193.7,-0.4938
193.8,-0.3015
193.9,-0.1273
194,-0.001
194.1,0.0537
194.2,0.018
194.3,-0.1094
194.4,-0.3174
194.5,-0.5723
194.6,-0.8333
194.7,-1.0461
194.8,-1.1521
195,-0.8454
195.1,-0.3725
195.2,0.3237
195.3,1.2052
195.4,2.222
195.5,3.2946
195.6,4.3336
195.7,5.2442
195.8,5.9387
195.9,6.3538

//TRACE,Optical Spectrum,Input 1 (Run 2) 
//NoiseBins
#LowerFrequency,UpperFrequency,Power
#(THz),(THz),(dBm)
191.6097,191.8095,-60.9244
191.8095,192.0094,-60.3196
192.0094,192.2092,-59.8802
192.2092,192.4091,-59.666
192.4091,192.6089,-59.6995
192.6089,192.8088,-59.9452
192.8088,193.0086,-60.3014
193.0086,193.2084,-60.6181
193.2084,193.4083,-60.7462
193.4083,193.6081,-60.6072
193.6081,193.808,-60.2518
193.808,194.0078,-59.86
194.0078,194.2077,-59.6652
194.2077,194.4075,-59.8191
194.4075,194.6073,-60.2665
194.6073,194.8072,-60.7076
194.8072,195.007,-60.7008
195.007,195.2069,-59.8975
195.2069,195.4067,-58.2457
195.4067,195.6066,-56.1106
195.6066,195.8064,-54.1528
195.8064,196.0062,-53.0629
196.0062,196.2061,-53.2683

//Parameterized
#Frequency,Power
#(THz),(dBm)
191.6,-1.2163
191.7,-0.8971
191.8,-0.5982
191.9,-0.3291
192,-0.0994
192.1,0.0826
192.2,0.2093
192.3,0.2761
192.5,0.2257
192.7,-0.0369
193,-0.5996
193.2,-0.869
193.3,-0.9202
193.4,-0.9029
193.9,-0.1339
194,-0.0077
194.5,-0.5794
194.7,-1.0534
194.9,-1.1059
195,-0.8535
195.2,0.3149
195.4,2.2124
195.6,4.3232
195.7,5.2335
195.9,6.3427

//TRACE,Optical Spectrum,Input 1 (Run 3) 
//NoiseBins
#LowerFrequency,UpperFrequency,Power
#(THz),(THz),(dBm)
191.6097,191.8095,-60.8631
191.8095,192.0094,-60.2539
192.0094,192.2092,-59.8105
192.2092,192.4091,-59.5929
192.4091,192.6089,-59.6234
192.6089,192.8088,-59.8666
192.8088,193.0086,-60.2205
193.0086,193.2084,-60.5349
193.2084,193.4083,-60.6603
193.4083,193.6081,-60.5183
193.6081,193.808,-60.1596
193.808,194.0078,-59.7646
194.0078,194.2077,-59.5671
194.2077,194.4075,-59.7185
194.4075,194.6073,-60.1632
194.6073,194.8072,-60.6004
194.8072,195.007,-60.5876
195.007,195.2069,-59.7758
195.2069,195.4067,-58.1134
195.4067,195.6066,-55.967
195.6066,195.8064,-53.9997
195.8064,196.0062,-52.9046
196.0062,196.2061,-53.1105

//Parameterized
#Frequency,Power
#(THz),(dBm)
191.6,-1.159
191.8,-0.5363
191.9,-0.265
192,-0.0332
192.1,0.1508
192.2,0.2793
192.3,0.3478
192.4,0.3541
192.5,0.3003
192.6,0.1918
192.7,0.0401
192.8,-0.1415
192.9,-0.3345
193,-0.5194
193.1,-0.6763
193.2,-0.7865
193.3,-0.8364
193.4,-0.8176
193.5,-0.7332
193.6,-0.5907
193.7,-0.41
193.8,-0.2162
193.9,-0.0405
194,0.0872
194.1,0.1432
194.2,0.1086
194.3,-0.0177
194.4,-0.2247
194.5,-0.4784
194.6,-0.7379
194.7,-0.9489
194.8,-1.0525
194.9,-0.9955
195,-0.7391
195.1,-0.2619
195.2,0.4393
195.3,1.3262
195.4,2.3485
195.5,3.4267
195.6,4.4706
195.7,5.3855
195.8,6.0833
195.9,6.5003

//TRACE,Optical Spectrum,Input 1 (Run 4) 
//NoiseBins
#LowerFrequency,UpperFrequency,Power
#(THz),(THz),(dBm)
191.6097,191.8095,-59.9856
191.8095,192.0094,-59.3141
192.0094,192.2092,-58.8135
192.2092,192.4091,-58.5461
192.4091,192.6089,-58.5347
192.6089,192.8088,-58.7422
192.8088,193.0086,-59.0634
193.0086,193.2084,-59.3441
193.2084,193.4083,-59.4316
193.4083,193.6081,-59.2464
193.6081,193.808,-58.8415
193.808,194.0078,-58.4016
194.0078,194.2077,-58.1641
194.2077,194.4075,-58.2803
194.4075,194.6073,-58.6868
194.6073,194.8072,-59.0688
194.8072,195.007,-58.9702
195.007,195.2069,-58.0368
195.2069,195.4067,-56.2212
195.4067,195.6066,-53.912
195.6066,195.8064,-51.8071
195.8064,196.0062,-50.6361
196.0062,196.2061,-50.8504

//Parameterized
#Frequency,Power
#(THz),(dBm)
191.8,0.3518
192,0.9164
192.1,1.1286
192.5,1.37
192.7,1.1443
193.5,0.5124
193.6,0.6782
194,1.4479
194.4,1.2061
194.5,0.9709
194.7,0.5511
195,0.9007

//TRACE,Optical Spectrum,Input 1 (Run 5) 
//NoiseBins
#LowerFrequency,UpperFrequency,Power
#(THz),(THz),(dBm)
