//DATASET,
//created,Mon, 15 Feb 2021 21:26:36 GMT

//TRACE,Optical Spectrum,Input 1 (Run 1) 
//Parameterized
#Frequency,Power
#(THz),(dBm)
193.3,2.156
193.5,2.366
193.6,2.5667
193.7,2.807
193.8,3.0599
193.9,3.2924
194.1,3.5772
194.3,3.5011
194.5,3.1275
195.1,3.9852
195.2,4.8771
195.3,5.9707
195.4,7.2068
195.5,8.4944
195.6,9.7312
195.8,11.6317

//NoiseBins
#LowerFrequency,UpperFrequency,Power
#(THz),(THz),(dBm)
191.6097,191.8095,-58.686
191.8095,192.0094,-57.9214
192.0094,192.2092,-57.336
192.2092,192.4091,-56.9946
192.4091,192.6089,-56.9213
192.6089,192.8088,-57.0765
192.8088,193.0086,-57.3502
193.0086,193.2084,-57.5819
193.2084,193.4083,-57.6137
193.4083,193.6081,-57.3647
193.6081,193.808,-56.8908
193.808,194.0078,-56.3835
194.0078,194.2077,-56.0867
194.2077,194.4075,-56.1514
194.4075,194.6073,-56.5027
194.6073,194.8072,-56.8048
194.8072,195.007,-56.58
195.007,195.2069,-55.4645
195.2069,195.4067,-53.4174
195.4067,195.6066,-50.8622
195.6066,195.8064,-48.5501
195.8064,196.0062,-47.2652
196.0062,196.2061,-47.4922



//TRACE,Optical Spectrum,Input 1 (Run 16) 
//Parameterized
#Frequency,Power
#(THz),(dBm)
191.6,1.0193
191.7,1.4289
191.8,1.8163
191.9,2.1709
192,2.4823
192.1,2.7411
192.2,2.9391
192.3,3.0714
192.4,3.1356
192.5,3.1342
192.6,3.0733
192.7,2.9652
192.8,2.8247
192.9,2.6717
193,2.5274
193.1,2.4132
193.2,2.3492
193.3,2.3496
193.4,2.4232
193.5,2.5665
193.6,2.7709
193.8,3.2718
193.9,3.5079
194.1,3.7993
194.2,3.8113
194.3,3.7287
194.4,3.5656
194.5,3.3607
194.6,3.1604
194.8,3.0181
194.9,3.1983
195,3.6049
195.1,4.2599
195.2,5.1641
195.3,6.2712
195.4,7.5211
195.5,8.8222
195.6,10.0715
195.7,11.161
195.8,11.9906

//NoiseBins
#LowerFrequency,UpperFrequency,Power
#(THz),(THz),(dBm)
191.6097,191.8095,-58.5458
191.8095,192.0094,-57.7712
192.0094,192.2092,-57.1765
192.2092,192.4091,-56.8272
192.4091,192.6089,-56.7472
192.6089,192.8088,-56.8968
192.8088,193.0086,-57.1654
193.0086,193.2084,-57.3918
193.2084,193.4083,-57.4177
193.4083,193.6081,-57.1618
193.6081,193.808,-56.6804
193.808,194.0078,-56.1658
194.0078,194.2077,-55.8626
194.2077,194.4075,-55.9217
194.4075,194.6073,-56.2672
194.6073,194.8072,-56.5607
194.8072,195.007,-56.3224
195.007,195.2069,-55.1871
195.2069,195.4067,-53.1147
195.4067,195.6066,-50.5327
195.6066,195.8064,-48.1981
195.8064,196.0062,-46.9009
196.0062,196.2061,-47.1292



//TRACE,Optical Spectrum,Input 1 (Run 17) 
//Parameterized
#Frequency,Power
#(THz),(dBm)
191.6,1.3045
191.8,2.1244
191.9,2.4899
192,2.8117
192.3,3.428
192.4,3.4998
192.5,3.5053
192.6,3.4506
192.7,3.3482
192.8,3.2131
193,2.9264
193.6,3.2111
193.7,3.4636
193.8,3.7285
193.9,3.9726
194.7,3.545
194.8,3.5511
194.9,3.7474
195.5,9.5287
195.7,11.9173

//NoiseBins
#LowerFrequency,UpperFrequency,Power
#(THz),(THz),(dBm)
191.6097,191.8095,-58.2438
191.8095,192.0094,-57.4475
192.0094,192.2092,-56.8331
192.2092,192.4091,-56.4666
192.4091,192.6089,-56.3721
192.6089,192.8088,-56.5097
192.8088,193.0086,-56.7674
193.0086,193.2084,-56.9825
193.2084,193.4083,-56.9955
193.4083,193.6081,-56.7248
193.6081,193.808,-56.2273
193.808,194.0078,-55.6969
194.0078,194.2077,-55.3798
194.2077,194.4075,-55.4271
194.4075,194.6073,-55.7599
194.6073,194.8072,-56.0351
194.8072,195.007,-55.7675
195.007,195.2069,-54.5895
195.2069,195.4067,-52.4627
195.4067,195.6066,-49.8229
195.6066,195.8064,-47.4397
195.8064,196.0062,-46.1157
196.0062,196.2061,-46.347



//TRACE,Optical Spectrum,Input 1 (Run 18) 
//Parameterized
#Frequency,Power
#(THz),(dBm)
191.6,0.6533
191.8,1.4211
192,2.0597
192.2,2.4923
192.3,2.6138
192.4,2.6683
193.1,1.8942
193.2,1.8224
193.8,2.6858
194,3.0863
194.1,3.185
194.2,3.1892
194.6,2.5055
194.9,2.4937
195,2.8751
195.1,3.5003
195.2,4.3703
195.3,5.4404
195.4,6.652
195.5,7.9157
195.7,10.1907
195.8,10.9981

//NoiseBins
#LowerFrequency,UpperFrequency,Power
#(THz),(THz),(dBm)
191.6097,191.8095,-58.9336
191.8095,192.0094,-58.1868
192.0094,192.2092,-57.6176
192.2092,192.4091,-57.2904
192.4091,192.6089,-57.2288
192.6089,192.8088,-57.3939
192.8088,193.0086,-57.6766
193.0086,193.2084,-57.9176
193.2084,193.4083,-57.9599
193.4083,193.6081,-57.7231
193.6081,193.808,-57.2624
193.808,194.0078,-56.768
194.0078,194.2077,-56.4826
194.2077,194.4075,-56.557
194.4075,194.6073,-56.9188
194.6073,194.8072,-57.236
194.8072,195.007,-57.0352
195.007,195.2069,-55.9545
195.2069,195.4067,-53.9519
195.4067,195.6066,-51.4439
195.6066,195.8064,-49.1716
195.8064,196.0062,-47.9085
196.0062,196.2061,-48.133



//TRACE,Optical Spectrum,Input 1 (Run 19) 
//Parameterized
#Frequency,Power
#(THz),(dBm)
191.7,1.1599
191.8,1.5371
191.9,1.8819
192,2.1838
192.1,2.4338
192.2,2.6235
192.5,2.7979
192.7,2.6181
192.8,2.4727
192.9,2.315
193.1,2.0466
193.3,1.9715
193.4,2.0386
193.8,2.8579
193.9,3.0869
194.1,3.3654
194.2,3.3719
194.3,3.2841
194.6,2.6978
194.9,2.7006
195,3.0894
195.1,3.7233
195.2,4.6034
195.4,6.9072
195.5,8.1819
195.6,9.4068
195.7,10.4756
195.8,11.2895

//NoiseBins
#LowerFrequency,UpperFrequency,Power
#(THz),(THz),(dBm)
191.6097,191.8095,-58.8197
191.8095,192.0094,-58.0647
192.0094,192.2092,-57.488
192.2092,192.4091,-57.1543
192.4091,192.6089,-57.0873
192.6089,192.8088,-57.2479
192.8088,193.0086,-57.5264
193.0086,193.2084,-57.7631
193.2084,193.4083,-57.8006
193.4083,193.6081,-57.5582
193.6081,193.808,-57.0914
193.808,194.0078,-56.5911
194.0078,194.2077,-56.3004
194.2077,194.4075,-56.3704
194.4075,194.6073,-56.7273
194.6073,194.8072,-57.0376
194.8072,195.007,-56.8258
195.007,195.2069,-55.7291
195.2069,195.4067,-53.706
195.4067,195.6066,-51.1763
195.6066,195.8064,-48.8857
195.8064,196.0062,-47.6126
196.0062,196.2061,-47.8382



//TRACE,Optical Spectrum,Input 1 (Run 20) 
//Parameterized
#Frequency,Power
#(THz),(dBm)
191.6,1.0396
191.7,1.45
191.8,1.8382
191.9,2.1936
192,2.5057
192.1,2.7653
192.2,2.9639
192.3,3.0967
192.4,3.1615
192.5,3.1606
192.6,3.1001
192.7,2.9924
192.8,2.8523
192.9,2.6997
193,2.5558
193.1,2.442
193.2,2.3783
193.3,2.3792
193.4,2.4534
193.6,2.8022
193.7,3.047
193.8,3.3043
193.9,3.541
194,3.7254
194.1,3.8333
194.2,3.8457
194.3,3.7636
194.4,3.6009
194.5,3.3965
194.6,3.1967
194.7,3.0616
194.8,3.056
194.9,3.2373
195,3.6454
195.2,5.2081
195.3,6.3172
195.4,7.5692
195.5,8.8724
195.6,10.1236
195.7,11.2147
195.8,12.0455

//NoiseBins
#LowerFrequency,UpperFrequency,Power
#(THz),(THz),(dBm)
191.6097,191.8095,-58.5243
191.8095,192.0094,-57.7482
192.0094,192.2092,-57.1521
192.2092,192.4091,-56.8016
192.4091,192.6089,-56.7205
192.6089,192.8088,-56.8693
192.8088,193.0086,-57.1371
193.0086,193.2084,-57.3627
193.2084,193.4083,-57.3876
193.4083,193.6081,-57.1307
193.6081,193.808,-56.6482
193.808,194.0078,-56.1324
194.0078,194.2077,-55.8282
194.2077,194.4075,-55.8866
194.4075,194.6073,-56.2311
194.6073,194.8072,-56.5234
194.8072,195.007,-56.2829
195.007,195.2069,-55.1446
195.2069,195.4067,-53.0684
195.4067,195.6066,-50.4823
195.6066,195.8064,-48.1442
195.8064,196.0062,-46.845
196.0062,196.2061,-47.0736



//TRACE,Optical Spectrum,Input 1 (Run 21) 
//Parameterized
#Frequency,Power
#(THz),(dBm)
191.9,2.3677
192.4,3.3603
193.1,2.6629
193.7,3.2918
194.2,4.1104
194.3,4.0314
194.5,3.6709
194.8,3.347
195.2,5.5458
195.3,6.6707
195.5,9.2581

//NoiseBins
#LowerFrequency,UpperFrequency,Power
#(THz),(THz),(dBm)
191.6097,191.8095,-58.3595
191.8095,192.0094,-57.5714
192.0094,192.2092,-56.9646
192.2092,192.4091,-56.6047
192.4091,192.6089,-56.5157
192.6089,192.8088,-56.6579
192.8088,193.0086,-56.9198
193.0086,193.2084,-57.1392
193.2084,193.4083,-57.1571
193.4083,193.6081,-56.8921
193.6081,193.808,-56.4008
193.808,194.0078,-55.8764
194.0078,194.2077,-55.5647
194.2077,194.4075,-55.6165
194.4075,194.6073,-55.9541
194.6073,194.8072,-56.2364
194.8072,195.007,-55.9799
195.007,195.2069,-54.8183
195.2069,195.4067,-52.7124
195.4067,195.6066,-50.0947
195.6066,195.8064,-47.7301
195.8064,196.0062,-46.4164
196.0062,196.2061,-46.6466



//TRACE,Optical Spectrum,Input 1 (Run 22) 
//Parameterized
#Frequency,Power
#(THz),(dBm)
192.2,2.6482
193,2.1941
193.5,2.2055
193.9,3.1198
194,3.2975
194.1,3.3993
