epoch,loss,r_squared,val_loss,val_r_squared
0,8.334421157836914,-0.07815151661634445,6.48631477355957,0.1529100090265274
1,5.111012935638428,0.3389458954334259,3.8315775394439697,0.4989638328552246
2,4.247254848480225,0.4495277404785156,3.65726375579834,0.5216682553291321
3,4.070864677429199,0.47156795859336853,3.5146145820617676,0.5403110384941101
4,3.9348411560058594,0.4893008768558502,3.371561050415039,0.5589985847473145
5,3.8035542964935303,0.5068085193634033,3.2133824825286865,0.5796636343002319
6,3.6557278633117676,0.5260844230651855,3.0643081665039062,0.5991724133491516
7,3.498155117034912,0.5464625358581543,2.865443468093872,0.6251850128173828
8,3.315239429473877,0.5704252123832703,2.6343204975128174,0.6554583311080933
9,3.086160898208618,0.6000017523765564,2.3363335132598877,0.6945024132728577
10,2.8219118118286133,0.6345521807670593,1.9902592897415161,0.7398347854614258
11,2.55039119720459,0.6695119142532349,1.7030507326126099,0.7774409055709839
12,2.3247666358947754,0.6986355781555176,1.4767260551452637,0.8070380091667175
13,2.1516222953796387,0.7210920453071594,1.32672917842865,0.8266280293464661
14,2.0189671516418457,0.7381412982940674,1.1991417407989502,0.8432928919792175
15,1.9158612489700317,0.751639187335968,1.1241507530212402,0.8530799746513367
16,1.8377605676651,0.7618526220321655,1.032496452331543,0.8650467991828918
17,1.7691504955291748,0.7705899477005005,0.9664869904518127,0.873669445514679
18,1.7059050798416138,0.7789969444274902,0.9192342162132263,0.8798535466194153
19,1.6596804857254028,0.7846879363059998,0.9031155109405518,0.8819692730903625
20,1.6108856201171875,0.7910537719726562,0.8504031896591187,0.8888574838638306
21,1.566784143447876,0.7968547940254211,0.8094307780265808,0.894213080406189
22,1.5251715183258057,0.8022762537002563,0.7754857540130615,0.8986536264419556
23,1.4822741746902466,0.8077002167701721,0.7774484157562256,0.8984007835388184
24,1.449770212173462,0.8121600151062012,0.7342777252197266,0.9040417671203613
25,1.4154860973358154,0.816541850566864,0.7056591510772705,0.9077819585800171
26,1.3914841413497925,0.8196282982826233,0.6997116804122925,0.9085686802864075
27,1.3637083768844604,0.8230924010276794,0.7015411853790283,0.9083259701728821
28,1.3272416591644287,0.8280603885650635,0.6765462160110474,0.9115894436836243
29,1.306954026222229,0.8304072618484497,0.6218100786209106,0.9187480807304382
30,1.279163122177124,0.8342233300209045,0.6513473987579346,0.9148992300033569
31,1.265149712562561,0.8359923362731934,0.6162081956863403,0.9194920659065247
32,1.2420669794082642,0.8387855887413025,0.6044445037841797,0.9210201501846313
33,1.2190189361572266,0.8420160412788391,0.5925450921058655,0.9225801229476929
34,1.1943647861480713,0.8452352285385132,0.5592883229255676,0.9269348382949829
35,1.183056354522705,0.8464646339416504,0.5720004439353943,0.925268828868866
36,1.1663932800292969,0.8488075733184814,0.5303119421005249,0.9307113885879517
37,1.1437968015670776,0.8517556190490723,0.5251926183700562,0.9313901662826538
38,1.1309319734573364,0.8534399271011353,0.5533214807510376,0.9277225732803345
39,1.1123206615447998,0.8557893633842468,0.49542146921157837,0.9352884292602539
40,1.1026606559753418,0.8568764925003052,0.5095229744911194,0.9334484934806824
41,1.0826767683029175,0.8596736788749695,0.506708562374115,0.9338210821151733
42,1.075117826461792,0.8606619834899902,0.4715443551540375,0.9384134411811829
43,1.0636391639709473,0.8621518015861511,0.47861456871032715,0.9374818801879883
44,1.0503425598144531,0.8637328147888184,0.45664989948272705,0.9403414726257324
