//DATASET,
//created,Wed, 02 Dec 2020 20:13:40 GMT

//TRACE,Optical Spectrum,Input 1 (Run 1) 
//NoiseBins
#LowerFrequency,UpperFrequency,Power
#(THz),(THz),(dBm)
191.6096875,191.80953125,-57.2669649701289
191.80953125,192.009375,-56.400223357355
192.009375,192.20921875,-55.721494523615
192.20921875,192.4090625,-55.2993108448871
192.4090625,192.60890625,-55.1583653296581
192.60890625,192.80875,-55.256991197668
192.80875,193.00859375,-55.4794932894598
193.00859375,193.2084375,-55.6583621033857
193.2084375,193.40828125,-55.6298075082731
193.40828125,193.608125,-55.3109256323781
193.608125,193.80796875,-54.7610221666635
193.80796875,194.0078125,-54.179392653952
194.0078125,194.20765625,-53.8174475697353
194.20765625,194.4075,-53.8262832316355
194.4075,194.60734375,-54.1185198964251
194.60734375,194.8071875,-54.3347334266041
194.8071875,195.00703125,-53.9722947891276
195.00703125,195.206875,-52.6556846970377
195.206875,195.40671875,-50.3515874284343
195.40671875,195.6065625,-47.5233797328496
195.6065625,195.80640625,-44.9821044764164
195.80640625,196.00625,-43.5713670086748
196.00625,196.20609375,-43.8123765929315

//Parameterized
#Frequency,Power
#(THz),(dBm)
193.2,4.0906119030988
194.8,5.27880976251706

//TRACE,Optical Spectrum,Input 1 (Run 2) 
//NoiseBins
#LowerFrequency,UpperFrequency,Power
#(THz),(THz),(dBm)
191.6096875,191.80953125,-59.8869137984693
191.80953125,192.009375,-59.2082986617275
192.009375,192.20921875,-58.701346237722
192.20921875,192.4090625,-58.4283067300306
192.4090625,192.60890625,-58.4121732743002
192.60890625,192.80875,-58.6157009588203
192.80875,193.00859375,-58.9332578514177
193.00859375,193.2084375,-59.2102059063007
193.2084375,193.40828125,-59.2934120809751
193.40828125,193.608125,-59.1034434944211
193.608125,193.80796875,-58.6933114300689
193.80796875,194.0078125,-58.2482596645181
194.0078125,194.20765625,-58.0063369286589
194.20765625,194.4075,-58.1186042772507
194.4075,194.60734375,-58.5208427179418
194.60734375,194.8071875,-58.8966711515675
194.8071875,195.00703125,-58.7885132878434
195.00703125,195.206875,-57.8413251417385
195.206875,195.40671875,-56.0082903818919
195.40671875,195.6065625,-53.6805839222243
195.6065625,195.80640625,-51.5601003815588
195.80640625,196.00625,-50.3805524245667
