//DATASET,
//created,Tue, 16 Feb 2021 00:38:50 GMT

//TRACE,Optical Spectrum,Input 1 (Run 1) 
//Parameterized
#Frequency,Power
#(THz),(dBm)
191.7,1.7482
191.8,2.1478
193,2.9567
193.7,3.4976
194.7,3.5845
194.8,3.5916
195.2,5.8298
195.5,9.5823

//NoiseBins
#LowerFrequency,UpperFrequency,Power
#(THz),(THz),(dBm)
191.6097,191.8095,-58.2209
191.8095,192.0094,-57.423
192.0094,192.2092,-56.807
192.2092,192.4091,-56.4392
192.4091,192.6089,-56.3437
192.6089,192.8088,-56.4803
192.8088,193.0086,-56.7372
193.0086,193.2084,-56.9515
193.2084,193.4083,-56.9635
193.4083,193.6081,-56.6916
193.6081,193.808,-56.1929
193.808,194.0078,-55.6613
194.0078,194.2077,-55.3432
194.2077,194.4075,-55.3896
194.4075,194.6073,-55.7214
194.6073,194.8072,-55.9953
194.8072,195.007,-55.7254
195.007,195.2069,-54.5442
195.2069,195.4067,-52.4133
195.4067,195.6066,-49.769
195.6066,195.8064,-47.3821
195.8064,196.0062,-46.0561
196.0062,196.2061,-46.2876

//TRACE,Optical Spectrum,Input 1 (Run 2) 
//Parameterized
#Frequency,Power
#(THz),(dBm)
191.6,0.8038
191.8,1.5836
192,2.2334
192.1,2.4849
192.5,2.8538
192.6,2.7882
192.7,2.6758
192.8,2.5313
192.9,2.3743
193,2.226
193.1,2.1076
193.3,2.0344
193.5,2.24
193.7,2.6762
193.9,3.1569
194.1,3.4376
194.2,3.445
194.3,3.3581
194.4,3.1906
194.5,2.9809
194.6,2.7747
194.9,2.7834
195,3.1752
195.1,3.8126
195.2,4.6967
195.3,5.782
195.4,7.0093
195.5,8.2884
195.6,9.5174
195.7,10.5896
195.8,11.4061

//NoiseBins
#LowerFrequency,UpperFrequency,Power
#(THz),(THz),(dBm)
191.6097,191.8095,-58.7741
191.8095,192.0094,-58.0159
192.0094,192.2092,-57.4362
192.2092,192.4091,-57.0999
192.4091,192.6089,-57.0307
192.6089,192.8088,-57.1895
192.8088,193.0086,-57.4664
193.0086,193.2084,-57.7013
193.2084,193.4083,-57.7369
193.4083,193.6081,-57.4923
193.6081,193.808,-57.023
193.808,194.0078,-56.5203
194.0078,194.2077,-56.2276
194.2077,194.4075,-56.2958
194.4075,194.6073,-56.6508
194.6073,194.8072,-56.9582
194.8072,195.007,-56.742
195.007,195.2069,-55.6389
195.2069,195.4067,-53.6076
195.4067,195.6066,-51.0692
195.6066,195.8064,-48.7713
195.8064,196.0062,-47.4942
