//DATASET,
//created,Sat, 20 Feb 2021 21:39:23 GMT

//TRACE,Optical Spectrum,Input 1 (Run 1) 
//NoiseBins
#LowerFrequency,UpperFrequency,Power
#(THz),(THz),(dBm)
191.6097,191.8095,-58.8175
191.8095,192.0094,-58.0624
192.0094,192.2092,-57.4856
192.2092,192.4091,-57.1518
192.4091,192.6089,-57.0846
192.6089,192.8088,-57.2452
192.8088,193.0086,-57.5236
193.0086,193.2084,-57.7602
193.2084,193.4083,-57.7976
193.4083,193.6081,-57.5551
193.6081,193.808,-57.0882
193.808,194.0078,-56.5878
194.0078,194.2077,-56.297
194.2077,194.4075,-56.3669
194.4075,194.6073,-56.7238
194.6073,194.8072,-57.0339
194.8072,195.007,-56.8218
195.007,195.2069,-55.7248
195.2069,195.4067,-53.7014
195.4067,195.6066,-51.1713
195.6066,195.8064,-48.8803
195.8064,196.0062,-47.607

//Parameterized
#Frequency,Power
#(THz),(dBm)
191.8,1.5393
191.9,1.8841
192.3,2.7507
192.7,2.6208
193.4,2.0416
193.9,3.0901
194.1,3.3688
194.5,2.9087
194.7,2.5568
195.2,4.6078
195.4,6.912
195.8,11.295

//TRACE,Optical Spectrum,Input 1 (Run 2) 
//NoiseBins
#LowerFrequency,UpperFrequency,Power
#(THz),(THz),(dBm)
191.6097,191.8095,-57.714
191.8095,192.0094,-56.8796
192.0094,192.2092,-56.2303
192.2092,192.4091,-55.8336
192.4091,192.6089,-55.7139
192.6089,192.8088,-55.8304
192.8088,193.0086,-56.0689
193.0086,193.2084,-56.2644
193.2084,193.4083,-56.2548
193.4083,193.6081,-55.958
193.6081,193.808,-55.4321
193.808,194.0078,-54.8739
194.0078,194.2077,-54.5326
194.2077,194.4075,-54.559
194.4075,194.6073,-54.8697
194.6073,194.8072,-55.1129
194.8072,195.007,-54.7939
195.007,195.2069,-53.5408
195.2069,195.4067,-51.3181
195.4067,195.6066,-48.5762
195.6066,195.8064,-46.1074
195.8064,196.0062,-44.7365

//Parameterized
#Frequency,Power
#(THz),(dBm)
192.3,4.0546
192.4,4.1397
192.9,3.757
193,3.6274
193.4,3.5931
193.9,4.7889
194.1,5.1191
195.3,8.0563

//TRACE,Optical Spectrum,Input 1 (Run 3) 
//NoiseBins
#LowerFrequency,UpperFrequency,Power
#(THz),(THz),(dBm)
191.6097,191.8095,-58.5193
191.8095,192.0094,-57.7428
192.0094,192.2092,-57.1464
192.2092,192.4091,-56.7956
192.4091,192.6089,-56.7143
192.6089,192.8088,-56.8629
192.8088,193.0086,-57.1305
193.0086,193.2084,-57.3559
193.2084,193.4083,-57.3806
193.4083,193.6081,-57.1235
193.6081,193.808,-56.6407
193.808,194.0078,-56.1247
194.0078,194.2077,-55.8203
194.2077,194.4075,-55.8784
194.4075,194.6073,-56.2227
194.6073,194.8072,-56.5147
194.8072,195.007,-56.2737
195.007,195.2069,-55.1347
195.2069,195.4067,-53.0576
195.4067,195.6066,-50.4705
195.6066,195.8064,-48.1317
195.8064,196.0062,-46.8321

//Parameterized
#Frequency,Power
#(THz),(dBm)
191.8,1.8433
192,2.5112
192.1,2.7709
192.3,3.1026
192.4,3.1675
192.5,3.1667
192.6,3.1063
192.7,2.9988
192.8,2.8587
193,2.5624
193.4,2.4604
193.5,2.6043
193.7,3.0544
193.9,3.5487
194.2,3.8538
194.5,3.4048
194.6,3.2051
194.7,3.0703
194.8,3.0648
195.3,6.3279
195.6,10.1358
195.8,12.0583

//TRACE,Optical Spectrum,Input 1 (Run 4) 
//NoiseBins
#LowerFrequency,UpperFrequency,Power
#(THz),(THz),(dBm)
191.6097,191.8095,-58.556
191.8095,192.0094,-57.7821
192.0094,192.2092,-57.1881
192.2092,192.4091,-56.8394
192.4091,192.6089,-56.7598
192.6089,192.8088,-56.9098
192.8088,193.0086,-57.1788
193.0086,193.2084,-57.4056
193.2084,193.4083,-57.4319
193.4083,193.6081,-57.1765
193.6081,193.808,-56.6957
193.808,194.0078,-56.1816
194.0078,194.2077,-55.8788
194.2077,194.4075,-55.9384
194.4075,194.6073,-56.2843
194.6073,194.8072,-56.5785
194.8072,195.007,-56.3411
195.007,195.2069,-55.2072
195.2069,195.4067,-53.1367
195.4067,195.6066,-50.5566
195.6066,195.8064,-48.2237
195.8064,196.0062,-46.9273

//Parameterized
#Frequency,Power
#(THz),(dBm)
191.6,1.0097
191.7,1.4189
191.8,1.8059
191.9,2.1602
192,2.4712
192.3,3.0594
192.4,3.1233
192.5,3.1217
192.6,3.0605
192.7,2.9523
192.9,2.6585
193,2.514
193.1,2.3996
193.2,2.3353
193.3,2.3355
193.4,2.4089
193.5,2.5519
193.6,2.7561
193.7,3
193.8,3.2564
193.9,3.4923
194,3.676
194.1,3.7832
194.2,3.795
194.3,3.7122
194.4,3.5489
194.5,3.3438
194.6,3.1432
194.7,3.0071
194.8,3.0002
194.9,3.1798
195,3.5858
195.1,4.24
195.2,5.1433
195.3,6.2494
195.4,7.4983
195.5,8.7984
195.6,10.0468
195.7,11.1355
195.8,11.9645

//TRACE,Optical Spectrum,Input 1 (Run 5) 
//NoiseBins
#LowerFrequency,UpperFrequency,Power
#(THz),(THz),(dBm)
191.6097,191.8095,-58.549
191.8095,192.0094,-57.7747
192.0094,192.2092,-57.1802
192.2092,192.4091,-56.8311
192.4091,192.6089,-56.7512
192.6089,192.8088,-56.901
192.8088,193.0086,-57.1697
193.0086,193.2084,-57.3962
193.2084,193.4083,-57.4222
193.4083,193.6081,-57.1665
193.6081,193.808,-56.6853
193.808,194.0078,-56.1708
194.0078,194.2077,-55.8678
194.2077,194.4075,-55.9271
194.4075,194.6073,-56.2726
194.6073,194.8072,-56.5664
194.8072,195.007,-56.3283
195.007,195.2069,-55.1935
195.2069,195.4067,-53.1218
195.4067,195.6066,-50.5404
195.6066,195.8064,-48.2063
195.8064,196.0062,-46.9093

//Parameterized
#Frequency,Power
#(THz),(dBm)
191.6,1.0162
191.7,1.4257
191.8,1.813
192,2.4787
192.1,2.7375
192.2,2.9354
192.3,3.0675
192.4,3.1317
192.5,3.1302
192.6,3.0692
192.7,2.9611
192.8,2.8205
192.9,2.6675
193,2.5232
193.1,2.4089
193.2,2.3447
193.3,2.3451
193.4,2.4187
193.5,2.5618
193.6,2.7662
