//DATASET,
//created,Tue, 02 Feb 2021 16:05:48 GMT

//TRACE,Optical Spectrum,Input 1 (Run 1) 
//Parameterized
#Frequency,Power
#(THz),(dBm)
192,1.9018
192.4,2.4937
193.9,2.6891
194.4,2.691
194.5,2.4748
194.7,2.1078
195.1,3.2165
195.5,7.5771
195.7,9.8283

//NoiseBins
#LowerFrequency,UpperFrequency,Power
#(THz),(THz),(dBm)
191.6097,191.8095,-59.0786
191.8095,192.0094,-58.3422
192.0094,192.2092,-57.7824
192.2092,192.4091,-57.4635
192.4091,192.6089,-57.4088
192.6089,192.8088,-57.5798
192.8088,193.0086,-57.8677
193.0086,193.2084,-58.1141
193.2084,193.4083,-58.1627
193.4083,193.6081,-57.933
193.6081,193.808,-57.48
193.808,194.0078,-56.9931
194.0078,194.2077,-56.7143
194.2077,194.4075,-56.7945
194.4075,194.6073,-57.1624
194.6073,194.8072,-57.4884
194.8072,195.007,-57.3017
195.007,195.2069,-56.2414
195.2069,195.4067,-54.2648
195.4067,195.6066,-51.7843
195.6066,195.8064,-49.5352
195.8064,196.0062,-48.2849
196.0062,196.2061,-48.508

//TRACE,Optical Spectrum,Input 1 (Run 2) 
//Parameterized
#Frequency,Power
#(THz),(dBm)
191.6,1.1686
191.8,1.9776
191.9,2.3379
192,2.6547
192.1,2.9187
192.2,3.1214
192.4,3.3262
192.6,3.2707
192.7,3.1657
192.8,3.028
192.9,2.8777
193,2.7363
193.5,2.7926
193.6,3.0013
193.7,3.2498
193.8,3.5109
193.9,3.7511
194,3.9389
194.2,4.0651
194.3,3.9855
194.4,3.8254
194.6,3.4276
194.7,3.297
194.9,3.4857
195,3.9027
195.1,4.5698
195.3,6.6101
195.5,9.1919
195.6,10.4553
195.7,11.5568

//NoiseBins
#LowerFrequency,UpperFrequency,Power
#(THz),(THz),(dBm)
191.6097,191.8095,-58.3877
191.8095,192.0094,-57.6017
192.0094,192.2092,-56.9967
192.2092,192.4091,-56.6384
192.4091,192.6089,-56.5508
192.6089,192.8088,-56.6942
192.8088,193.0086,-56.957
193.0086,193.2084,-57.1776
193.2084,193.4083,-57.1967
193.4083,193.6081,-56.933
193.6081,193.808,-56.4432
193.808,194.0078,-55.9203
194.0078,194.2077,-55.6099
194.2077,194.4075,-55.6628
194.4075,194.6073,-56.0016
194.6073,194.8072,-56.2856
194.8072,195.007,-56.0319
195.007,195.2069,-54.8743
195.2069,195.4067,-52.7735
195.4067,195.6066,-50.1612
195.6066,195.8064,-47.8011
195.8064,196.0062,-46.4899
196.0062,196.2061,-46.7198

//TRACE,Optical Spectrum,Input 1 (Run 3) 
//Parameterized
#Frequency,Power
#(THz),(dBm)
191.7,1.2372
191.9,1.9649
192,2.2696
192.1,2.5221
192.2,2.7142
192.5,2.8945
192.6,2.8296
192.7,2.7178
193,2.2698
193.1,2.1519
193.2,2.084
193.4,2.1491
193.5,2.2874
193.7,2.7254
193.8,2.9768
193.9,3.2078
194,3.387
194.1,3.4901
194.3,3.4119
194.5,3.0361
194.6,2.8307
194.8,2.6739
194.9,2.8436
195,3.2375
195.1,3.8775
195.2,4.7645
195.3,5.853
195.4,7.0836
195.5,8.3659
195.6,9.5978
195.7,10.6726
195.8,11.491

//NoiseBins
#LowerFrequency,UpperFrequency,Power
#(THz),(THz),(dBm)
191.6097,191.8095,-58.741
