//DATASET,
//created,Sun, 21 Feb 2021 12:30:45 GMT

//TRACE,Optical Spectrum,Input 1 (Run 1) 
//NoiseBins
#LowerFrequency,UpperFrequency,Power
#(THz),(THz),(dBm)
191.6097,191.8095,-57.4223
191.8095,192.0094,-56.5668
192.0094,192.2092,-55.8983
192.2092,192.4091,-55.485
192.4091,192.6089,-55.3514
192.6089,192.8088,-55.4562
192.8088,193.0086,-55.6843
193.0086,193.2084,-55.8689
193.2084,193.4083,-55.847
193.4083,193.6081,-55.5358
193.6081,193.808,-54.9942
193.808,194.0078,-54.4208
194.0078,194.2077,-54.066
194.2077,194.4075,-54.0809
194.4075,194.6073,-54.3796
194.6073,194.8072,-54.6051
194.8072,195.007,-54.2578
195.007,195.2069,-52.9633
195.2069,195.4067,-50.6875
195.4067,195.6066,-47.8893
195.6066,195.8064,-45.3733
195.8064,196.0062,-43.9763
196.0062,196.2061,-44.2158

//Parameterized
#Frequency,Power
#(THz),(dBm)
192,3.7094
193.5,4.1761
193.9,5.2389
194.2,5.6175
194.4,5.4145

//TRACE,Optical Spectrum,Input 1 (Run 2) 
//NoiseBins
#LowerFrequency,UpperFrequency,Power
#(THz),(THz),(dBm)
191.6097,191.8095,-59.2458
191.8095,192.0094,-58.5213
192.0094,192.2092,-57.9725
192.2092,192.4091,-57.6631
192.4091,192.6089,-57.6163
192.6089,192.8088,-57.794
192.8088,193.0086,-58.0881
193.0086,193.2084,-58.3408
193.2084,193.4083,-58.3965
193.4083,193.6081,-58.175
193.6081,193.808,-57.7309
193.808,194.0078,-57.2527
194.0078,194.2077,-56.9815
194.2077,194.4075,-57.0683
194.4075,194.6073,-57.4433
194.6073,194.8072,-57.7796
194.8072,195.007,-57.6091
195.007,195.2069,-56.5723
195.2069,195.4067,-54.6254
195.4067,195.6066,-52.1767
195.6066,195.8064,-49.9543
195.8064,196.0062,-48.7187
196.0062,196.2061,-48.9402

//Parameterized
#Frequency,Power
#(THz),(dBm)
191.9,1.4327
193.2,1.3989
194.2,2.6891
194.7,1.8204
195.1,2.8896
195.8,10.2003

//TRACE,Optical Spectrum,Input 1 (Run 3) 
//NoiseBins
#LowerFrequency,UpperFrequency,Power
#(THz),(THz),(dBm)
191.6097,191.8095,-58.4591
191.8095,192.0094,-57.6782
192.0094,192.2092,-57.0779
192.2092,192.4091,-56.7237
192.4091,192.6089,-56.6395
192.6089,192.8088,-56.7857
192.8088,193.0086,-57.0511
193.0086,193.2084,-57.2743
193.2084,193.4083,-57.2964
193.4083,193.6081,-57.0363
193.6081,193.808,-56.5503
193.808,194.0078,-56.0311
194.0078,194.2077,-55.724
194.2077,194.4075,-55.7797
194.4075,194.6073,-56.1215
194.6073,194.8072,-56.4098
194.8072,195.007,-56.163
195.007,195.2069,-55.0155
195.2069,195.4067,-52.9276
195.4067,195.6066,-50.3289
195.6066,195.8064,-47.9804
195.8064,196.0062,-46.6755
196.0062,196.2061,-46.9047

//Parameterized
#Frequency,Power
#(THz),(dBm)
191.6,1.1012
192.5,3.2407
192.6,3.1816
192.9,2.7847
193,2.642
194,3.8273
194.1,3.9367
194.2,3.9505
194.4,3.7081
195.3,6.457
195.4,7.7155
195.5,9.025

//TRACE,Optical Spectrum,Input 1 (Run 4) 
//NoiseBins
#LowerFrequency,UpperFrequency,Power
#(THz),(THz),(dBm)
191.6097,191.8095,-58.7804
191.8095,192.0094,-58.0227
192.0094,192.2092,-57.4434
192.2092,192.4091,-57.1075
192.4091,192.6089,-57.0386
192.6089,192.8088,-57.1976
192.8088,193.0086,-57.4747
193.0086,193.2084,-57.7099
193.2084,193.4083,-57.7458
193.4083,193.6081,-57.5014
193.6081,193.808,-57.0326
193.808,194.0078,-56.5302
194.0078,194.2077,-56.2377
194.2077,194.4075,-56.3061
194.4075,194.6073,-56.6614
194.6073,194.8072,-56.9693
194.8072,195.007,-56.7536
195.007,195.2069,-55.6514
195.2069,195.4067,-53.6213
195.4067,195.6066,-51.0841
195.6066,195.8064,-48.7872
195.8064,196.0062,-47.5106
196.0062,196.2061,-47.7367

//Parameterized
#Frequency,Power
#(THz),(dBm)
191.9,1.9233
193.1,2.0991
193.2,2.0303
193.4,2.0937
193.6,2.4291
193.8,2.9172
194.2,3.4348
194.4,3.1802
195.8,11.3899

//TRACE,Optical Spectrum,Input 1 (Run 5) 
//NoiseBins
#LowerFrequency,UpperFrequency,Power
#(THz),(THz),(dBm)
191.6097,191.8095,-59.2421
191.8095,192.0094,-58.5174
192.0094,192.2092,-57.9684
192.2092,192.4091,-57.6587
192.4091,192.6089,-57.6118
192.6089,192.8088,-57.7894
192.8088,193.0086,-58.0833
193.0086,193.2084,-58.3358
193.2084,193.4083,-58.3914
193.4083,193.6081,-58.1697
193.6081,193.808,-57.7254
193.808,194.0078,-57.247
194.0078,194.2077,-56.9757
194.2077,194.4075,-57.0624
194.4075,194.6073,-57.4371
194.6073,194.8072,-57.7732
194.8072,195.007,-57.6024
195.007,195.2069,-56.565
195.2069,195.4067,-54.6175
195.4067,195.6066,-52.1682
195.6066,195.8064,-49.9452
195.8064,196.0062,-48.7092
196.0062,196.2061,-48.9308

//Parameterized
#Frequency,Power
#(THz),(dBm)
191.7,0.7456
192.5,2.2798
192.9,1.7654
193.7,1.9825
193.8,2.2202
194.2,2.695
194.3,2.5992
194.5,2.2033
195.1,2.8967
195.7,9.4198
195.8,10.2096

//TRACE,Optical Spectrum,Input 1 (Run 6) 
//NoiseBins
#LowerFrequency,UpperFrequency,Power
#(THz),(THz),(dBm)
191.6097,191.8095,-58.5847
191.8095,192.0094,-57.8128
192.0094,192.2092,-57.2207
192.2092,192.4091,-56.8737
192.4091,192.6089,-56.7954
192.6089,192.8088,-56.9466
192.8088,193.0086,-57.2166
193.0086,193.2084,-57.4445
193.2084,193.4083,-57.472
193.4083,193.6081,-57.218
193.6081,193.808,-56.7387
193.808,194.0078,-56.2261
194.0078,194.2077,-55.9247
194.2077,194.4075,-55.9854
194.4075,194.6073,-56.3325
194.6073,194.8072,-56.6284
194.8072,195.007,-56.3938
195.007,195.2069,-55.264
195.2069,195.4067,-53.1987
195.4067,195.6066,-50.6241
195.6066,195.8064,-48.2958
195.8064,196.0062,-47.0019
196.0062,196.2061,-47.2299

//Parameterized
#Frequency,Power
#(THz),(dBm)
191.6,0.9826
191.7,1.3907
191.8,1.7767
191.9,2.1299
192.1,2.6975
192.3,3.0255
192.4,3.0887
192.5,3.0864
192.8,2.7747
192.9,2.621
193.1,2.3612
193.2,2.2963
193.3,2.2959
193.4,2.3686
193.7,2.9574
193.8,3.213
193.9,3.4481
194.1,3.7377
194.2,3.7489
194.3,3.6656
194.4,3.5017
194.6,3.0947
194.7,2.9577
194.8,2.9495
195,3.5317
195.2,5.0845
195.3,6.1878
195.4,7.4339
195.5,8.7312
195.7,11.0637
195.8,11.891



//TRACE,Optical Spectrum,Input 1 (Run 7) 
//NoiseBins
#LowerFrequency,UpperFrequency,Power
#(THz),(THz),(dBm)
191.6097,191.8095,-57.6175
191.8095,192.0094,-56.776
192.0094,192.2092,-56.1204
192.2092,192.4091,-55.7182
192.4091,192.6089,-55.594
192.6089,192.8088,-55.7065
192.8088,193.0086,-55.9416
193.0086,193.2084,-56.1335
193.2084,193.4083,-56.1198
193.4083,193.6081,-55.8182
193.6081,193.808,-55.2872
193.808,194.0078,-54.724
194.0078,194.2077,-54.3781
194.2077,194.4075,-54.4008
194.4075,194.6073,-54.7075
194.6073,194.8072,-54.9449
194.8072,195.007,-54.6164
195.007,195.2069,-53.3497
195.2069,195.4067,-51.1094
195.4067,195.6066,-48.3489
195.6066,195.8064,-45.8645
195.8064,196.0062,-44.485
196.0062,196.2061,-44.7225

//Parameterized
#Frequency,Power
#(THz),(dBm)
193.5,3.8961
194,5.1444
194.2,5.3033



//TRACE,Optical Spectrum,Input 1 (Run 8) 
//NoiseBins
#LowerFrequency,UpperFrequency,Power
#(THz),(THz),(dBm)
191.6097,191.8095,-58.5992
191.8095,192.0094,-57.8284
192.0094,192.2092,-57.2373
192.2092,192.4091,-56.891
192.4091,192.6089,-56.8135
192.6089,192.8088,-56.9653
192.8088,193.0086,-57.2358
193.0086,193.2084,-57.4643
193.2084,193.4083,-57.4924
193.4083,193.6081,-57.2391
193.6081,193.808,-56.7606
193.808,194.0078,-56.2487
194.0078,194.2077,-55.948
194.2077,194.4075,-56.0093
194.4075,194.6073,-56.357
194.6073,194.8072,-56.6538
194.8072,195.007,-56.4206
195.007,195.2069,-55.2928
195.2069,195.4067,-53.2301
195.4067,195.6066,-50.6583
195.6066,195.8064,-48.3323
195.8064,196.0062,-47.0398
196.0062,196.2061,-47.2676

//Parameterized
#Frequency,Power
#(THz),(dBm)
191.6,0.9689
191.7,1.3764
192,2.424
192.1,2.6812
192.2,2.8775
192.3,3.0083
192.4,3.0712
192.5,3.0686
192.6,3.0065
192.7,2.8974
192.8,2.756
192.9,2.6021
193,2.4569
193.1,2.3417
193.3,2.2758
193.4,2.3482
193.5,2.4901
193.6,2.693
193.7,2.9358
193.8,3.191
193.9,3.4258
194,3.6084
194.1,3.7146
194.2,3.7255
194.3,3.642
194.4,3.4778
194.5,3.2718
194.6,3.0701
194.7,2.9326
194.9,3.1011
195,3.5043
195.2,5.0547
195.3,6.1566
195.4,7.4013
195.5,8.6972
195.6,9.9418
195.7,11.0272
195.8,11.8537



//TRACE,Optical Spectrum,Input 1 (Run 9) 
//NoiseBins
#LowerFrequency,UpperFrequency,Power
#(THz),(THz),(dBm)
191.6097,191.8095,-58.5812
191.8095,192.0094,-57.8091
192.0094,192.2092,-57.2168
192.2092,192.4091,-56.8695
192.4091,192.6089,-56.7911
192.6089,192.8088,-56.9422
192.8088,193.0086,-57.2121
193.0086,193.2084,-57.4398
193.2084,193.4083,-57.4672
193.4083,193.6081,-57.213
193.6081,193.808,-56.7335
193.808,194.0078,-56.2208
194.0078,194.2077,-55.9192
194.2077,194.4075,-55.9798
194.4075,194.6073,-56.3267
194.6073,194.8072,-56.6224
194.8072,195.007,-56.3875
195.007,195.2069,-55.2571
195.2069,195.4067,-53.1912
195.4067,195.6066,-50.616
195.6066,195.8064,-48.2871
195.8064,196.0062,-46.9929
196.0062,196.2061,-47.2209

//Parameterized
#Frequency,Power
#(THz),(dBm)
191.9,2.1335
192,2.4437
192.2,2.8983
192.3,3.0296
192.4,3.0929
192.6,3.029
192.8,2.7792
193,2.4807
193.1,2.3658
193.2,2.301
193.4,2.3735
193.6,2.7193
193.8,3.2183
194,3.6365
194.2,3.7544
194.3,3.6712
194.7,2.9637
194.8,2.9556
194.9,3.1339
195.2,5.0916
195.3,6.1953
195.5,8.7393
195.6,9.9855
195.7,11.0723


