//DATASET,
//created,Wed, 24 Feb 2021 21:14:22 GMT

//TRACE,Optical Spectrum,Input 1 (Run 1) 
//NoiseBins
#LowerFrequency,UpperFrequency,Power
#(THz),(THz),(dBm)
193.2084,193.4083,-61.309
193.4083,193.6081,-61.1898
193.6081,193.808,-60.8553
193.808,194.0078,-60.484
194.0078,194.2077,-60.3075
194.2077,194.4075,-60.4776
194.4075,194.6073,-60.943
194.6073,194.8072,-61.4099
194.8072,195.007,-61.4427
195.007,195.2069,-60.6946
195.2069,195.4067,-59.1118
195.4067,195.6066,-57.0499
195.6066,195.8064,-55.154
195.8064,196.0062,-54.0984
196.0062,196.2061,-54.3

//Parameterized
#Frequency,Power
#(THz),(dBm)
191.7,-1.287
191.8,-1.0029
192.1,-0.363
192.3,-0.1925
192.5,-0.2619
192.6,-0.3798
192.9,-0.9309
193,-1.1238
193.3,-1.4683
193.6,-1.2576
193.7,-1.0894
194.1,-0.582
195.2,-0.498
195.3,0.3453
195.7,4.2399
195.8,4.9115
195.9,5.3126



//TRACE,Optical Spectrum,Input 1 (Run 12) 
//NoiseBins
#LowerFrequency,UpperFrequency,Power
#(THz),(THz),(dBm)
191.6097,191.8095,-60.9524
191.8095,192.0094,-60.3496
192.0094,192.2092,-59.912
192.2092,192.4091,-59.6994
192.4091,192.6089,-59.7343
192.6089,192.8088,-59.9811
192.8088,193.0086,-60.3383
193.0086,193.2084,-60.6562
193.2084,193.4083,-60.7855
193.4083,193.6081,-60.6479
193.6081,193.808,-60.2939
193.808,194.0078,-59.9035
194.0078,194.2077,-59.71
194.2077,194.4075,-59.865
194.4075,194.6073,-60.3137
194.6073,194.8072,-60.7565
194.8072,195.007,-60.7525
195.007,195.2069,-59.953
195.2069,195.4067,-58.3061
195.4067,195.6066,-56.1761
195.6066,195.8064,-54.2226
195.8064,196.0062,-53.1352
196.0062,196.2061,-53.3403

//Parameterized
#Frequency,Power
#(THz),(dBm)
191.6,-1.2425
191.7,-0.9243
191.8,-0.6265
192,-0.1296
192.4,0.2474
192.5,0.1916
192.7,-0.0721
192.9,-0.4498
193,-0.6362
193.1,-0.7948
193.2,-0.9067
193.3,-0.9585
193.4,-0.9418
193.6,-0.7196
193.7,-0.5413
193.8,-0.3499
193.9,-0.1765
194,-0.051
194.2,-0.0334
194.3,-0.1613
194.4,-0.37
194.5,-0.6255
194.6,-0.8873
194.7,-1.1012
194.8,-1.2085
194.9,-1.1562
195,-0.9057
195.1,-0.4352
195.2,0.2581
195.3,1.1367
195.4,2.1502
195.5,3.2198
195.6,4.2559
195.7,5.1641
195.8,5.8568
195.9,6.2708



//TRACE,Optical Spectrum,Input 1 (Run 13) 
//NoiseBins
#LowerFrequency,UpperFrequency,Power
#(THz),(THz),(dBm)
191.6097,191.8095,-60.3517
191.8095,192.0094,-59.7062
192.0094,192.2092,-59.2295
192.2092,192.4091,-58.9829
192.4091,192.6089,-58.9889
192.6089,192.8088,-59.2113
192.8088,193.0086,-59.546
193.0086,193.2084,-59.8407
193.2084,193.4083,-59.944
193.4083,193.6081,-59.7768
193.6081,193.808,-59.3912
193.808,194.0078,-58.9701
194.0078,194.2077,-58.7493
194.2077,194.4075,-58.8801
194.4075,194.6073,-59.3024
194.6073,194.8072,-59.7073
194.8072,195.007,-59.6444
195.007,195.2069,-58.7618
195.2069,195.4067,-57.0105
195.4067,195.6066,-54.7696
195.6066,195.8064,-52.7224
195.8064,196.0062,-51.5832
196.0062,196.2061,-51.794

//Parameterized
#Frequency,Power
#(THz),(dBm)
191.9,0.2704
192,0.5198
192.2,0.864
192.5,0.9232
192.6,0.8252
192.7,0.683
192.9,0.3263
193.1,0.0028
193.2,-0.0972
193.3,-0.136
193.8,0.5505
194,0.8796
194.1,0.9469
194.5,0.3655
195.5,4.6127



//TRACE,Optical Spectrum,Input 1 (Run 14) 
//NoiseBins
#LowerFrequency,UpperFrequency,Power
#(THz),(THz),(dBm)
191.6097,191.8095,-60.7717
191.8095,192.0094,-60.156
192.0094,192.2092,-59.7067
192.2092,192.4091,-59.4839
192.4091,192.6089,-59.51
192.6089,192.8088,-59.7495
192.8088,193.0086,-60.0999
193.0086,193.2084,-60.4108
193.2084,193.4083,-60.5322
193.4083,193.6081,-60.3857
193.6081,193.808,-60.0222
193.808,194.0078,-59.6226
194.0078,194.2077,-59.4209
194.2077,194.4075,-59.5686
194.4075,194.6073,-60.0093
194.6073,194.8072,-60.4406
194.8072,195.007,-60.4188
195.007,195.2069,-59.5944
195.2069,195.4067,-57.9162
195.4067,195.6066,-55.7531
195.6066,195.8064,-53.7715
195.8064,196.0062,-52.6685
196.0062,196.2061,-52.8754

//Parameterized
#Frequency,Power
#(THz),(dBm)
191.6,-1.0735
191.7,-0.7485
191.8,-0.4439
192.2,0.3837
192.4,0.4632
192.6,0.3049
192.8,-0.0251
193.9,0.0988
194,0.2287
194.1,0.2867
194.6,-0.5849
194.8,-0.8927
195,-0.5686
195.1,-0.0844
195.4,2.5515
195.5,3.6384
195.7,5.6122



//TRACE,Optical Spectrum,Input 1 (Run 15) 
//NoiseBins
#LowerFrequency,UpperFrequency,Power
#(THz),(THz),(dBm)
191.6097,191.8095,-60.1247
191.8095,192.0094,-59.463
192.0094,192.2092,-58.9716
192.2092,192.4091,-58.712
192.4091,192.6089,-58.7073
192.6089,192.8088,-58.9204
192.8088,193.0086,-59.2467
193.0086,193.2084,-59.5327
193.2084,193.4083,-59.6262
193.4083,193.6081,-59.4479
193.6081,193.808,-59.0503
193.808,194.0078,-58.6175
194.0078,194.2077,-58.3864
194.2077,194.4075,-58.5082
194.4075,194.6073,-58.9206
194.6073,194.8072,-59.3113
194.8072,195.007,-59.2263
195.007,195.2069,-58.3122
195.2069,195.4067,-56.521
195.4067,195.6066,-54.2378
195.6066,195.8064,-52.1549
195.8064,196.0062,-50.996
196.0062,196.2061,-51.209

//Parameterized
#Frequency,Power
#(THz),(dBm)
192,0.7656
192.7,0.969
193,0.4481
194.7,0.313
195.2,1.9397



//TRACE,Optical Spectrum,Input 1 (Run 16) 
//NoiseBins
#LowerFrequency,UpperFrequency,Power
#(THz),(THz),(dBm)
191.6097,191.8095,-60.2155
191.8095,192.0094,-59.5603
192.0094,192.2092,-59.0747
192.2092,192.4091,-58.8204
192.4091,192.6089,-58.8199
192.6089,192.8088,-59.0367
192.8088,193.0086,-59.3664
193.0086,193.2084,-59.6559
193.2084,193.4083,-59.7533
193.4083,193.6081,-59.5794
193.6081,193.808,-59.1866
193.808,194.0078,-58.7585
194.0078,194.2077,-58.5316
194.2077,194.4075,-58.6569
194.4075,194.6073,-59.0733
194.6073,194.8072,-59.4696
194.8072,195.007,-59.3935
195.007,195.2069,-58.492
195.2069,195.4067,-56.7168
195.4067,195.6066,-54.4505
195.6066,195.8064,-52.3819
