//DATASET,
//created,Wed, 24 Feb 2021 21:47:26 GMT

//TRACE,Optical Spectrum,Input 1 (Run 1) 
//NoiseBins
#LowerFrequency,UpperFrequency,Power
#(THz),(THz),(dBm)
192.0094,192.2092,-58.744
192.2092,192.4091,-58.4731
192.4091,192.6089,-58.4588
192.6089,192.8088,-58.6638
192.8088,193.0086,-58.9828
193.0086,193.2084,-59.2612
193.2084,193.4083,-59.346
193.4083,193.6081,-59.1579
193.6081,193.808,-58.7497
193.808,194.0078,-58.3066
194.0078,194.2077,-58.0664
194.2077,194.4075,-58.1802
194.4075,194.6073,-58.584
194.6073,194.8072,-58.9622
194.8072,195.007,-58.8577
195.007,195.2069,-57.9157
195.2069,195.4067,-56.0893
195.4067,195.6066,-53.7686
195.6066,195.8064,-51.6541
195.8064,196.0062,-50.4778
196.0062,196.2061,-50.6927

//Parameterized
#Frequency,Power
#(THz),(dBm)
191.7,0.0778
191.9,0.7187
192.3,1.4477
192.6,1.3555
193.5,0.5994
194.5,1.0721
195,1.0152



//TRACE,Optical Spectrum,Input 1 (Run 6) 
//NoiseBins
#LowerFrequency,UpperFrequency,Power
#(THz),(THz),(dBm)
191.6097,191.8095,-60.9309
191.8095,192.0094,-60.3266
192.0094,192.2092,-59.8876
192.2092,192.4091,-59.6738
192.4091,192.6089,-59.7076
192.6089,192.8088,-59.9535
192.8088,193.0086,-60.3099
193.0086,193.2084,-60.6269
193.2084,193.4083,-60.7553
193.4083,193.6081,-60.6166
193.6081,193.808,-60.2615
193.808,194.0078,-59.87
194.0078,194.2077,-59.6756
194.2077,194.4075,-59.8297
194.4075,194.6073,-60.2774
194.6073,194.8072,-60.7189
194.8072,195.007,-60.7127
195.007,195.2069,-59.9103
195.2069,195.4067,-58.2597
195.4067,195.6066,-56.1257
195.6066,195.8064,-54.1689
195.8064,196.0062,-53.0796
196.0062,196.2061,-53.2849

//Parameterized
#Frequency,Power
#(THz),(dBm)
191.6,-1.2224
191.7,-0.9034
191.8,-0.6047
191.9,-0.3359
192,-0.1064
192.2,0.2019
192.3,0.2685
192.4,0.2731
192.5,0.2178
192.6,0.108
192.7,-0.0451
192.9,-0.422
193,-0.6081
193.1,-0.7662
193.2,-0.8777
193.4,-0.9119
193.5,-0.8292
193.6,-0.6886
193.8,-0.3177
193.9,-0.1437
194,-0.0177
194.1,0.0368
194.2,0.0008
194.3,-0.1267
194.4,-0.3349
194.5,-0.5901
194.7,-1.0645
194.8,-1.1709
194.9,-1.1175
195,-0.8656
195.1,-0.3935
195.2,0.3018
195.3,1.1823
195.4,2.198
195.5,3.2697
195.6,4.3077
195.7,5.2175
195.8,5.9114
195.9,6.3261



//TRACE,Optical Spectrum,Input 1 (Run 7) 
//NoiseBins
#LowerFrequency,UpperFrequency,Power
#(THz),(THz),(dBm)
191.6097,191.8095,-60.7446
191.8095,192.0094,-60.1271
192.0094,192.2092,-59.6759
192.2092,192.4091,-59.4516
192.4091,192.6089,-59.4765
192.6089,192.8088,-59.7148
192.8088,193.0086,-60.0642
193.0086,193.2084,-60.374
193.2084,193.4083,-60.4943
193.4083,193.6081,-60.3464
193.6081,193.808,-59.9815
193.808,194.0078,-59.5805
194.0078,194.2077,-59.3776
194.2077,194.4075,-59.5242
194.4075,194.6073,-59.9637
194.6073,194.8072,-60.3933
194.8072,195.007,-60.3689
195.007,195.2069,-59.5407
195.2069,195.4067,-57.8579
195.4067,195.6066,-55.6897
195.6066,195.8064,-53.7039
195.8064,196.0062,-52.5986
196.0062,196.2061,-52.8057

//Parameterized
#Frequency,Power
#(THz),(dBm)
191.6,-1.0482
191.8,-0.4166
192,0.0948
192.1,0.2826
192.3,0.4863
192.4,0.4956
192.9,-0.1816
193,-0.3644
193.1,-0.5191
193.2,-0.627
193.3,-0.6743
193.5,-0.5653
