//DATASET,
//created,Sun, 06 Dec 2020 19:07:34 GMT

//TRACE,Optical Spectrum,Input 1 (Run 1) 
//NoiseBins
#LowerFrequency,UpperFrequency,Power
#(THz),(THz),(dBm)
191.6096875,191.80953125,-59.1853059162438
191.80953125,192.009375,-58.4565481674776
192.009375,192.20921875,-57.9037705009847
192.20921875,192.4090625,-57.5908704335874
192.4090625,192.60890625,-57.5412722750015
192.60890625,192.80875,-57.7165423659351
192.80875,193.00859375,-58.0083851333444
193.00859375,193.2084375,-58.2587994267086
193.2084375,193.40828125,-58.3119233834675
193.40828125,193.608125,-58.0874889953348
193.608125,193.80796875,-57.6401666562127
193.80796875,194.0078125,-57.1588139233931
194.0078125,194.20765625,-56.8848775951694
194.20765625,194.4075,-56.9693051606611
194.4075,194.60734375,-57.3416646866371
194.60734375,194.8071875,-57.6742487140001
194.8071875,195.00703125,-57.4979093125209
195.00703125,195.206875,-56.452596087548
195.206875,195.40671875,-54.4949676693189
195.40671875,195.6065625,-52.0348240611454
195.6065625,195.80640625,-49.802768621839
195.80640625,196.00625,-48.5618218297069
196.00625,196.20609375,-48.7839004829681

//Parameterized
#Frequency,Power
#(THz),(dBm)
192.2,2.20258365449988
192.4,2.36535169020352
193.2,1.4808617816904
193.4,1.52580622281545
194.4,2.5160265538109
194.8,1.89091695923129
195.9,10.8299647605108

//TRACE,Optical Spectrum,Input 1 (Run 2) 
//NoiseBins
#LowerFrequency,UpperFrequency,Power
#(THz),(THz),(dBm)
191.6096875,191.80953125,-58.6865557745602
191.80953125,192.009375,-57.9220444470433
192.009375,192.20921875,-57.3366115238056
192.20921875,192.4090625,-56.9953432301784
192.4090625,192.60890625,-56.921982943324
192.60890625,192.80875,-57.0772550299265
192.80875,193.00859375,-57.3509556221767
193.00859375,193.2084375,-57.5826514522684
193.2084375,193.40828125,-57.6144778906054
193.40828125,193.608125,-57.3655246310002
193.608125,193.80796875,-56.8916533321234
193.80796875,194.0078125,-56.38436532342
194.0078125,194.20765625,-56.0876153622528
194.20765625,194.4075,-56.1523352759783
194.4075,194.60734375,-56.5036857002293
194.60734375,194.8071875,-56.8058090441355
194.8071875,195.00703125,-56.5810778076582
195.00703125,195.206875,-55.46562578697
195.206875,195.40671875,-53.4186393716074
195.40671875,195.6065625,-50.8635244257272
