//DATASET,
//created,Sun, 21 Feb 2021 19:29:15 GMT

//TRACE,Optical Spectrum,Input 1 (Run 1) 
//NoiseBins
#LowerFrequency,UpperFrequency,Power
#(THz),(THz),(dBm)
191.6097,191.8095,-58.5116
191.8095,192.0094,-57.7345
192.0094,192.2092,-57.1376
192.2092,192.4091,-56.7863
192.4091,192.6089,-56.7046
192.6089,192.8088,-56.8529
192.8088,193.0086,-57.1203
193.0086,193.2084,-57.3454
193.2084,193.4083,-57.3698
193.4083,193.6081,-57.1122
193.6081,193.808,-56.629
193.808,194.0078,-56.1126
194.0078,194.2077,-55.8078
194.2077,194.4075,-55.8657
194.4075,194.6073,-56.2097
194.6073,194.8072,-56.5012
194.8072,195.007,-56.2594
195.007,195.2069,-55.1193
195.2069,195.4067,-53.0408
195.4067,195.6066,-50.4523
195.6066,195.8064,-48.1122
195.8064,196.0062,-46.8119
196.0062,196.2061,-47.0406

//Parameterized
#Frequency,Power
#(THz),(dBm)
193.6,2.8208
193.7,3.0659
194.3,3.7843
195.2,5.2342
195.4,7.5978

//TRACE,Optical Spectrum,Input 1 (Run 2) 
//NoiseBins
#LowerFrequency,UpperFrequency,Power
#(THz),(THz),(dBm)
191.6097,191.8095,-59.23
191.8095,192.0094,-58.5045
192.0094,192.2092,-57.9546
192.2092,192.4091,-57.6443
192.4091,192.6089,-57.5968
192.6089,192.8088,-57.7739
192.8088,193.0086,-58.0674
193.0086,193.2084,-58.3195
193.2084,193.4083,-58.3745
193.4083,193.6081,-58.1523
193.6081,193.808,-57.7073
193.808,194.0078,-57.2283
194.0078,194.2077,-56.9564
194.2077,194.4075,-57.0426
194.4075,194.6073,-57.4168
194.6073,194.8072,-57.7522
194.8072,195.007,-57.5802
195.007,195.2069,-56.5411
195.2069,195.4067,-54.5915
195.4067,195.6066,-52.1398
195.6066,195.8064,-49.9149
195.8064,196.0062,-48.6779
196.0062,196.2061,-48.8995

//Parameterized
#Frequency,Power
#(THz),(dBm)
191.7,0.7575
192.4,2.3115
192.8,1.9459
193.8,2.2385
194.1,2.7161
194.2,2.7143
195.4,5.9886
195.5,7.2237
195.7,9.45

//TRACE,Optical Spectrum,Input 1 (Run 3) 
//NoiseBins
#LowerFrequency,UpperFrequency,Power
#(THz),(THz),(dBm)
191.6097,191.8095,-58.6558
191.8095,192.0094,-57.889
192.0094,192.2092,-57.3016
192.2092,192.4091,-56.9586
192.4091,192.6089,-56.8837
192.6089,192.8088,-57.0378
192.8088,193.0086,-57.3104
193.0086,193.2084,-57.5409
193.2084,193.4083,-57.5714
193.4083,193.6081,-57.3209
193.6081,193.808,-56.8454
193.808,194.0078,-56.3365
194.0078,194.2077,-56.0384
194.2077,194.4075,-56.1019
194.4075,194.6073,-56.4519
194.6073,194.8072,-56.7522
194.8072,195.007,-56.5245
195.007,195.2069,-55.4047
195.2069,195.4067,-53.3522
195.4067,195.6066,-50.7912
195.6066,195.8064,-48.4743
195.8064,196.0062,-47.1867
196.0062,196.2061,-47.4139

//Parameterized
#Frequency,Power
#(THz),(dBm)
191.6,0.9155
191.8,1.7042
192.2,2.8124
192.3,2.9416
192.4,3.003
192.5,2.9991
192.6,2.9359
192.7,2.8258
192.8,2.6833
192.9,2.5284
193,2.3822
193.1,2.266
193.3,2.1977
193.4,2.2688
193.7,2.8519
193.8,3.1056
194,3.5201
194.1,3.625
194.3,3.5502
194.4,3.385
194.5,3.1778
194.7,2.8353
195,3.3979
195.2,4.9389
195.3,6.0355
195.4,7.2745
195.5,8.565
195.7,10.8857
195.8,11.709

//TRACE,Optical Spectrum,Input 1 (Run 4) 
//NoiseBins
#LowerFrequency,UpperFrequency,Power
#(THz),(THz),(dBm)
191.6097,191.8095,-58.4192
191.8095,192.0094,-57.6355
192.0094,192.2092,-57.0325
192.2092,192.4091,-56.676
192.4091,192.6089,-56.5899
192.6089,192.8088,-56.7345
192.8088,193.0086,-56.9985
193.0086,193.2084,-57.2202
193.2084,193.4083,-57.2407
193.4083,193.6081,-56.9785
193.6081,193.808,-56.4904
193.808,194.0078,-55.9692
194.0078,194.2077,-55.6602
194.2077,194.4075,-55.7143
194.4075,194.6073,-56.0545
194.6073,194.8072,-56.3404
194.8072,195.007,-56.0897
195.007,195.2069,-54.9365
195.2069,195.4067,-52.8414
195.4067,195.6066,-50.2351
195.6066,195.8064,-47.8802
195.8064,196.0062,-46.5717
196.0062,196.2061,-46.8013

//Parameterized
#Frequency,Power
#(THz),(dBm)
191.6,1.1389
191.7,1.5533
192,2.6204
192.1,2.8833
192.3,3.2209
192.5,3.2898
192.7,3.1257
192.8,2.9875
192.9,2.8367
193,2.6947
193.1,2.5828
193.2,2.5213
193.3,2.5244
193.4,2.6011
193.5,2.7476
193.6,2.9554
193.7,3.2031
193.8,3.4633
193.9,3.7027
194,3.8897
194.1,4
194.2,4.0145
194.3,3.9344
194.4,3.7736
194.5,3.5715
194.6,3.3744
194.7,3.2428
194.8,3.2415
194.9,3.4285
195,3.8434
195.2,5.4234
195.3,6.5426
195.4,7.805
195.5,9.1183
195.6,10.3789
195.8,12.3148

//TRACE,Optical Spectrum,Input 1 (Run 5) 
//NoiseBins
#LowerFrequency,UpperFrequency,Power
#(THz),(THz),(dBm)
191.6097,191.8095,-58.5332
191.8095,192.0094,-57.7577
192.0094,192.2092,-57.1622
