//DATASET,
//created,Tue, 02 Feb 2021 18:02:55 GMT

//TRACE,Optical Spectrum,Input 1 (Run 1) 
//Parameterized
#Frequency,Power
#(THz),(dBm)
192.8088,193.0086,-56.9161
193.0086,193.2084,-57.1354
193.2084,193.4083,-57.1532
193.4083,193.6081,-56.888
193.6081,193.808,-56.3965
193.808,194.0078,-55.872
194.0078,194.2077,-55.5602
194.2077,194.4075,-55.6119
194.4075,194.6073,-55.9494
194.6073,194.8072,-56.2315
194.8072,195.007,-55.9748
195.007,195.2069,-54.8127
195.2069,195.4067,-52.7063
195.4067,195.6066,-50.0881
195.6066,195.8064,-47.7231
195.8064,196.0062,-46.4091
196.0062,196.2061,-46.6393



//TRACE,Optical Spectrum,Input 1 (Run 6) 
//Parameterized
#Frequency,Power
#(THz),(dBm)
191.6,1.051
191.7,1.4619
191.8,1.8506
191.9,2.2064
192,2.5189
192.1,2.7789
192.2,2.9779
192.3,3.111
192.4,3.1761
192.5,3.1755
192.6,3.1152
192.7,3.0078
192.8,2.8679
192.9,2.7155
193,2.5718
193.1,2.4582
193.2,2.3948
193.3,2.396
193.4,2.4704
193.5,2.6145
193.6,2.8198
193.7,3.065
193.8,3.3226
193.9,3.5596
194,3.7444
194.1,3.8525
194.2,3.8652
194.3,3.7833
194.4,3.6208
194.5,3.4166
194.6,3.2172
194.7,3.0825
194.8,3.0774
195,3.6682
195.1,4.3258
195.2,5.2329
195.3,6.3432
195.4,7.5964
195.5,8.9007
195.6,10.1531
195.7,11.2451
195.8,12.0766

//NoiseBins
#LowerFrequency,UpperFrequency,Power
#(THz),(THz),(dBm)
191.6097,191.8095,-58.5122
191.8095,192.0094,-57.7352
192.0094,192.2092,-57.1383
192.2092,192.4091,-56.7871
192.4091,192.6089,-56.7054
192.6089,192.8088,-56.8537
192.8088,193.0086,-57.1211
193.0086,193.2084,-57.3463
193.2084,193.4083,-57.3707
193.4083,193.6081,-57.1132
193.6081,193.808,-56.63
193.808,194.0078,-56.1136
194.0078,194.2077,-55.8089
194.2077,194.4075,-55.8667
