//DATASET,
//created,Mon, 01 Feb 2021 18:06:36 GMT

//TRACE,Optical Spectrum,Input 1 (Run 1) 
//NoiseBins
#LowerFrequency,UpperFrequency,Power
#(THz),(THz),(dBm)
191.6097,191.8095,-59.1205
191.8095,192.0094,-58.3871
192.0094,192.2092,-57.8301
192.2092,192.4091,-57.5135
192.4091,192.6089,-57.4608
192.6089,192.8088,-57.6335
192.8088,193.0086,-57.923
193.0086,193.2084,-58.171
193.2084,193.4083,-58.2213
193.4083,193.6081,-57.9937
193.6081,193.808,-57.5429
193.808,194.0078,-57.0582
194.0078,194.2077,-56.7813
194.2077,194.4075,-56.8632
194.4075,194.6073,-57.2328
194.6073,194.8072,-57.5614
194.8072,195.007,-57.3788
195.007,195.2069,-56.3244
195.2069,195.4067,-54.3552
195.4067,195.6066,-51.8827
195.6066,195.8064,-49.6403
195.8064,196.0062,-48.3937
196.0062,196.2061,-48.6164

//Parameterized
#Frequency,Power
#(THz),(dBm)
194.2,2.8897
194.6,2.1902
195.5,7.4793

//TRACE,Optical Spectrum,Input 1 (Run 2) 
//NoiseBins
#LowerFrequency,UpperFrequency,Power
#(THz),(THz),(dBm)
191.6097,191.8095,-58.5485
191.8095,192.0094,-57.774
192.0094,192.2092,-57.1795
192.2092,192.4091,-56.8304
192.4091,192.6089,-56.7505
192.6089,192.8088,-56.9002
192.8088,193.0086,-57.1689
193.0086,193.2084,-57.3954
193.2084,193.4083,-57.4214
193.4083,193.6081,-57.1656
193.6081,193.808,-56.6844
193.808,194.0078,-56.1699
194.0078,194.2077,-55.8668
194.2077,194.4075,-55.9261
194.4075,194.6073,-56.2717
194.6073,194.8072,-56.5654
194.8072,195.007,-56.3273
195.007,195.2069,-55.1923
195.2069,195.4067,-53.1205
195.4067,195.6066,-50.539
195.6066,195.8064,-48.2048
195.8064,196.0062,-46.9078
196.0062,196.2061,-47.1361

//Parameterized
#Frequency,Power
#(THz),(dBm)
191.6,1.0168
191.8,1.8136
191.9,2.1681
192,2.4794
192.5,3.1309
192.6,3.0699
192.7,2.9618
192.8,2.8213
192.9,2.6682
193,2.5239
193.1,2.4097
193.2,2.3455
193.5,2.5627
193.6,2.767
193.7,3.0111
193.8,3.2678
