epoch,loss,mean_absolute_percentage_error,r_squared,val_loss,val_mean_absolute_percentage_error,val_r_squared
0,2.9756031036376953,855867.3125,-15.719084739685059,2.849388360977173,1901560.375,-28.60367774963379
1,2.716383934020996,3766011.25,-14.518672943115234,2.422452926635742,6354678.0,-24.128013610839844
2,2.138838768005371,12381870.0,-10.863706588745117,1.5947624444961548,16394450.0,-15.433199882507324
3,1.2235840559005737,28873200.0,-5.7967963218688965,0.5750504732131958,34489936.0,-4.648358345031738
4,0.47184234857559204,51538604.0,-1.6214464902877808,0.16530603170394897,52183644.0,-0.18216830492019653
5,0.353005588054657,64689964.0,-0.941638708114624,0.1539745330810547,54816724.0,-0.03138735890388489
6,0.34986159205436707,65351112.0,-0.9251940846443176,0.15859903395175934,53371924.0,-0.09763243794441223
7,0.3439875543117523,63603332.0,-0.9144315719604492,0.15941743552684784,53197652.0,-0.10832029581069946
8,0.3382207155227661,62042016.0,-0.8814623951911926,0.16024287045001984,53033084.0,-0.11895960569381714
9,0.3421134948730469,62559020.0,-0.9047722220420837,0.15871958434581757,53345144.0,-0.09922453761100769
10,0.332425981760025,62379412.0,-0.8416344523429871,0.1583421677350998,53428644.0,-0.0942569375038147
11,0.33276447653770447,64424640.0,-0.8625298142433167,0.1633279025554657,52489072.0,-0.15781530737876892
12,0.3296506702899933,63384368.0,-0.8308535218238831,0.15849696099758148,53393444.0,-0.09630793333053589
13,0.3330673277378082,64121180.0,-0.8506302237510681,0.15776564180850983,53561520.0,-0.08660063147544861
14,0.3285049498081207,65537696.0,-0.8380273580551147,0.15856783092021942,53377280.0,-0.09724763035774231
15,0.3297824561595917,63576792.0,-0.8211430311203003,0.158464252948761,53399964.0,-0.09588772058486938
16,0.32075199484825134,62595092.0,-0.7943015694618225,0.16007176041603088,53064840.0,-0.1167902946472168
17,0.32554665207862854,64010224.0,-0.8064924478530884,0.16220049560070038,52675596.0,-0.14377650618553162
18,0.3152865767478943,63745860.0,-0.7402387857437134,0.1574842929840088,53628176.0,-0.0828428864479065
19,0.32162758708000183,64600160.0,-0.7724282145500183,0.15861432254314423,53365500.0,-0.09788131713867188
20,0.31614452600479126,63997420.0,-0.7321962118148804,0.16488635540008545,52243868.0,-0.17707014083862305
21,0.32255589962005615,64356660.0,-0.7871497273445129,0.15847362577915192,53396124.0,-0.09603703022003174
22,0.3128907382488251,63368792.0,-0.7159346342086792,0.16048254072666168,52984204.0,-0.12207210063934326
23,0.31246280670166016,65065648.0,-0.7545381188392639,0.15959204733371735,53158372.0,-0.11063909530639648
24,0.31276628375053406,65856296.0,-0.7276910543441772,0.16212329268455505,52686888.0,-0.14283746480941772
25,0.31255286931991577,64435368.0,-0.7596445679664612,0.15797196328639984,53508772.0,-0.0894131064414978
26,0.2960136830806732,63262012.0,-0.622085690498352,0.15734079480171204,53660712.0,-0.0809478759765625
27,0.30194926261901855,62515924.0,-0.6963701844215393,0.15823377668857574,53447800.0,-0.09290093183517456
28,0.31247952580451965,64155620.0,-0.7410297989845276,0.1625044345855713,52620920.0,-0.14762532711029053
29,0.3074687719345093,65286324.0,-0.6841360330581665,0.15685097873210907,53785672.0,-0.07429090142250061
30,0.29976239800453186,64487732.0,-0.6463644504547119,0.15525101125240326,54266140.0,-0.05161869525909424
31,0.30337733030319214,65114956.0,-0.66856449842453,0.15913353860378265,53250296.0,-0.10473012924194336
32,0.3063335418701172,64271008.0,-0.7035578489303589,0.1565999835729599,53852132.0,-0.07085007429122925
33,0.2923460602760315,64120912.0,-0.6289392709732056,0.15929722785949707,53215500.0,-0.10686871409416199
34,0.2974846363067627,64509156.0,-0.6755418181419373,0.15770675241947174,53568320.0,-0.08591827750205994
35,0.2994876801967621,64506948.0,-0.6598672270774841,0.16019801795482635,53034552.0,-0.11849665641784668
36,0.2915342152118683,64182980.0,-0.6019194722175598,0.15673471987247467,53813604.0,-0.07273760437965393
37,0.2892356514930725,64691416.0,-0.6003086566925049,0.15904970467090607,53265612.0,-0.10367193818092346
38,0.28978437185287476,65014200.0,-0.5944942831993103,0.15608280897140503,53996160.0,-0.06366792321205139
39,0.2815285623073578,64525416.0,-0.5556843280792236,0.15756240487098694,53600932.0,-0.08401182293891907
40,0.29439717531204224,65093132.0,-0.6311601996421814,0.16051672399044037,52971712.0,-0.12259697914123535
41,0.29256904125213623,65345040.0,-0.6088514924049377,0.15935185551643372,53201108.0,-0.10762166976928711
42,0.2808562219142914,62721276.0,-0.5806775689125061,0.15661834180355072,53842220.0,-0.07117080688476562
43,0.2904615104198456,66926184.0,-0.6072188019752502,0.15987561643123627,53094568.0,-0.11439892649650574
44,0.2771167457103729,63493268.0,-0.5180235505104065,0.15894611179828644,53284880.0,-0.10235670208930969
45,0.2844756245613098,65479308.0,-0.566828191280365,0.15979720652103424,53109532.0,-0.11339941620826721
46,0.28181469440460205,64280292.0,-0.5776674151420593,0.15536420047283173,54218384.0,-0.05340757966041565
47,0.28237539529800415,64484788.0,-0.5595305562019348,0.15840397775173187,53401792.0,-0.09526166319847107
48,0.27707406878471375,64348224.0,-0.5703001618385315,0.15799029171466827,53495440.0,-0.08978837728500366
49,0.27811551094055176,64758692.0,-0.5270545482635498,0.15907016396522522,53256616.0,-0.10400542616844177
50,0.2800080180168152,64089388.0,-0.566652238368988,0.15663623809814453,53833256.0,-0.07147645950317383
51,0.27435722947120667,64120300.0,-0.5084038376808167,0.1577971875667572,53539000.0,-0.08723732829093933
52,0.27291208505630493,65052804.0,-0.5091370344161987,0.15660467743873596,53840472.0,-0.07105839252471924
53,0.2779167890548706,65731332.0,-0.5243684649467468,0.15635602176189423,53908836.0,-0.06761536002159119
54,0.27820461988449097,65272240.0,-0.5401315093040466,0.15631668269634247,53919388.0,-0.0670740008354187
55,0.26842254400253296,64140816.0,-0.4917122721672058,0.1545795500278473,54501732.0,-0.041682273149490356
56,0.2666641175746918,64595648.0,-0.47669681906700134,0.15439118444919586,54580416.0,-0.03873124718666077
57,0.2779954671859741,66275008.0,-0.5389930605888367,0.15849852561950684,53375564.0,-0.09657618403434753
58,0.26769116520881653,64545912.0,-0.4701420068740845,0.15478390455245972,54417736.0,-0.04486614465713501
59,0.2656453549861908,65958640.0,-0.46846070885658264,0.15621215105056763,53946048.0,-0.06565198302268982
60,0.2679246664047241,63444628.0,-0.48403608798980713,0.15517082810401917,54274400.0,-0.05069586634635925
61,0.2667423188686371,64761360.0,-0.5164593458175659,0.15496407449245453,54347696.0,-0.047624170780181885
62,0.2684691548347473,65710668.0,-0.4895550012588501,0.1557563841342926,54080212.0,-0.05922922492027283
63,0.26316311955451965,64656164.0,-0.44515955448150635,0.15704883635044098,53716216.0,-0.077238529920578
64,0.26316341757774353,64814212.0,-0.4636373519897461,0.15434090793132782,54594368.0,-0.03803527355194092
65,0.25960785150527954,63863932.0,-0.4282703101634979,0.15822723507881165,53431432.0,-0.09305974841117859
66,0.2604345381259918,65565456.0,-0.43168988823890686,0.1578829288482666,53509812.0,-0.08849892020225525
67,0.2662343680858612,65547416.0,-0.4672405421733856,0.1579524278640747,53492908.0,-0.08943364024162292
68,0.2598325312137604,64622692.0,-0.44240859150886536,0.1560709923505783,53980336.0,-0.06375744938850403
69,0.2613217234611511,64565244.0,-0.465753972530365,0.15626530349254608,53923344.0,-0.06649398803710938
70,0.2563803195953369,65644856.0,-0.41879749298095703,0.1531892865896225,55302132.0,-0.0171089768409729
71,0.26117628812789917,65856256.0,-0.4461786448955536,0.1557905077934265,54061912.0,-0.05981588363647461
72,0.25475168228149414,64290164.0,-0.4115655720233917,0.1538560390472412,54820812.0,-0.030136078596115112
73,0.26383474469184875,65907696.0,-0.4599408805370331,0.1578621119260788,53509680.0,-0.08828678727149963
74,0.2607019543647766,66061924.0,-0.4451887011528015,0.1565546989440918,53838232.0,-0.07057297229766846
75,0.2563796043395996,64986932.0,-0.41243141889572144,0.15637733042240143,53886180.0,-0.06812664866447449
76,0.2572077512741089,64403080.0,-0.43378737568855286,0.156995490193367,53720176.0,-0.07663577795028687
77,0.2605687975883484,65771740.0,-0.43661049008369446,0.15424193441867828,54622976.0,-0.036648184061050415
78,0.2556513547897339,65499236.0,-0.4082767367362976,0.15409636497497559,54689616.0,-0.034292757511138916
79,0.2562742829322815,65711868.0,-0.43461185693740845,0.15430402755737305,54595192.0,-0.037642478942871094
80,0.25340449810028076,64977084.0,-0.39976122975349426,0.15563063323497772,54105004.0,-0.05760809779167175
81,0.25364312529563904,64671420.0,-0.400176465511322,0.1556193083524704,54109504.0,-0.0574306845664978
82,0.2531897723674774,65555188.0,-0.3879849314689636,0.15617205202579498,53943964.0,-0.0652574896812439
83,0.252032071352005,64477992.0,-0.39691272377967834,0.15430518984794617,54595948.0,-0.03763321042060852
84,0.25558164715766907,65804464.0,-0.4171373248100281,0.15372011065483093,54891492.0,-0.02782002091407776
85,0.24913541972637177,64403968.0,-0.36633041501045227,0.15785540640354156,53509348.0,-0.08820557594299316
86,0.24916094541549683,64983024.0,-0.3859417140483856,0.1557493507862091,54068836.0,-0.05928927659988403
87,0.2529884874820709,66106956.0,-0.4037991166114807,0.15360704064369202,54958008.0,-0.02580179274082184
88,0.25542759895324707,65736292.0,-0.421866238117218,0.15677787363529205,53776704.0,-0.07366636395454407
89,0.2476271688938141,65014628.0,-0.36666232347488403,0.1575656682252884,53578488.0,-0.08433648943901062
90,0.2528848350048065,65210528.0,-0.4041573405265808,0.15475128591060638,54411400.0,-0.044606953859329224
91,0.25178539752960205,66175556.0,-0.3914305567741394,0.1541258841753006,54677372.0,-0.03474241495132446
92,0.2474341243505478,64894388.0,-0.3611404001712799,0.1543380469083786,54585156.0,-0.03811424970626831
93,0.2486523985862732,65654144.0,-0.37739044427871704,0.154174342751503,54657768.0,-0.03549829125404358
94,0.24909502267837524,65963448.0,-0.3743329346179962,0.1558087170124054,54057248.0,-0.06005936861038208
95,0.24327759444713593,64785700.0,-0.33728572726249695,0.15943403542041779,53173300.0,-0.10882583260536194
96,0.25554507970809937,66470348.0,-0.4144776463508606,0.15667903423309326,53813732.0,-0.07216137647628784
97,0.2486250251531601,65352584.0,-0.3766913115978241,0.15373650193214417,54898568.0,-0.02791416645050049
98,0.2470574676990509,66654896.0,-0.3596481680870056,0.15472383797168732,54436324.0,-0.04401838779449463
99,0.24041210114955902,64938700.0,-0.3178558051586151,0.15440262854099274,54569144.0,-0.039000242948532104
100,0.24949316680431366,65864148.0,-0.3717201054096222,0.1574932187795639,53611768.0,-0.08317139744758606
101,0.24524763226509094,64231092.0,-0.3643379807472229,0.153602734208107,54993820.0,-0.02531878650188446
102,0.24544765055179596,66169180.0,-0.3513377904891968,0.15452347695827484,54529276.0,-0.04076454043388367
103,0.2429865598678589,65052896.0,-0.3378097712993622,0.1559903621673584,54023904.0,-0.06238934397697449
104,0.24593859910964966,65305316.0,-0.3528359532356262,0.15432387590408325,54622036.0,-0.03753066062927246
