//DATASET,
//created,Sat, 06 Feb 2021 18:51:25 GMT

//TRACE,Optical Spectrum,Input 1 (Run 1) 
//Parameterized
#Frequency,Power
#(THz),(dBm)
191.6,0.9992
191.8,1.7947
192.1,2.7173
192.3,3.0463
192.8,2.7974
193.5,2.5361
193.6,2.7399
194,3.6587
194.6,3.1245
195.5,8.7725
195.6,10.0199

//NoiseBins
#LowerFrequency,UpperFrequency,Power
#(THz),(THz),(dBm)
191.6097,191.8095,-58.567
191.8095,192.0094,-57.7939
192.0094,192.2092,-57.2007
192.2092,192.4091,-56.8526
192.4091,192.6089,-56.7735
192.6089,192.8088,-56.924
192.8088,193.0086,-57.1934
193.0086,193.2084,-57.4206
193.2084,193.4083,-57.4474
193.4083,193.6081,-57.1925
193.6081,193.808,-56.7123
193.808,194.0078,-56.1988
194.0078,194.2077,-55.8965
194.2077,194.4075,-55.9565
194.4075,194.6073,-56.3029
194.6073,194.8072,-56.5977
194.8072,195.007,-56.3614
195.007,195.2069,-55.2291
195.2069,195.4067,-53.1606
195.4067,195.6066,-50.5826
195.6066,195.8064,-48.2515
195.8064,196.0062,-46.9561
196.0062,196.2061,-47.1842

//TRACE,Optical Spectrum,Input 1 (Run 2) 
//Parameterized
#Frequency,Power
#(THz),(dBm)
191.6,1.0525
191.7,1.4634
191.8,1.8522
191.9,2.2081
192.1,2.7806
192.2,2.9797
192.3,3.1129
192.4,3.178
192.5,3.1774
192.6,3.1172
192.7,3.0098
192.9,2.7175
193,2.5739
193.1,2.4603
193.2,2.397
193.3,2.3981
193.5,2.6168
193.6,2.8221
193.7,3.0673
193.8,3.325
194,3.7468
194.1,3.855
194.2,3.8677
194.3,3.7858
194.4,3.6234
194.5,3.4193
194.6,3.2198
194.7,3.0852
194.8,3.0802
194.9,3.2622
195,3.6712
195.1,4.3289
195.2,5.2361
195.5,8.9044
195.6,10.1569
195.7,11.249
195.8,12.0806

//NoiseBins
#LowerFrequency,UpperFrequency,Power
#(THz),(THz),(dBm)
191.6097,191.8095,-58.5106
191.8095,192.0094,-57.7335
192.0094,192.2092,-57.1365
192.2092,192.4091,-56.7852
192.4091,192.6089,-56.7035
192.6089,192.8088,-56.8517
192.8088,193.0086,-57.119
193.0086,193.2084,-57.3442
193.2084,193.4083,-57.3685
193.4083,193.6081,-57.1109
193.6081,193.808,-56.6276
