//DATASET,
//created,Sun, 21 Feb 2021 13:11:08 GMT

//TRACE,Optical Spectrum,Input 1 (Run 1) 
//NoiseBins
#LowerFrequency,UpperFrequency,Power
#(THz),(THz),(dBm)
//TRACE,Optical Spectrum,Input 1 (Run 10) 
//NoiseBins
#LowerFrequency,UpperFrequency,Power
#(THz),(THz),(dBm)
191.6097,191.8095,-58.3202
191.8095,192.0094,-57.5294
192.0094,192.2092,-56.9199
192.2092,192.4091,-56.5578
192.4091,192.6089,-56.467
192.6089,192.8088,-56.6076
192.8088,193.0086,-56.868
193.0086,193.2084,-57.0861
193.2084,193.4083,-57.1023
193.4083,193.6081,-56.8353
193.6081,193.808,-56.3419
193.808,194.0078,-55.8155
194.0078,194.2077,-55.5019
194.2077,194.4075,-55.5522
194.4075,194.6073,-55.8882
194.6073,194.8072,-56.1681
194.8072,195.007,-55.9078
195.007,195.2069,-54.7407
195.2069,195.4067,-52.6277
195.4067,195.6066,-50.0024
195.6066,195.8064,-47.6316
195.8064,196.0062,-46.3143
196.0062,196.2061,-46.5449

//Parameterized
#Frequency,Power
#(THz),(dBm)
191.6,1.2324
191.8,2.0464
192.1,2.9945
192.3,3.3378
192.4,3.4077
192.5,3.4114
192.7,3.2513
192.8,3.1149
193.1,2.7154
193.2,2.6559
193.3,2.6612
193.4,2.7402
193.7,3.3501
193.8,3.613
194.3,4.0952
194.4,3.9363
194.5,3.7363
194.6,3.5417
194.8,3.4163
195,4.0299
195.2,5.6263
195.3,6.7549
195.4,8.027
195.8,12.5684



//TRACE,Optical Spectrum,Input 1 (Run 11) 
//NoiseBins
#LowerFrequency,UpperFrequency,Power
#(THz),(THz),(dBm)
191.6097,191.8095,-57.4168
191.8095,192.0094,-56.5609
192.0094,192.2092,-55.8921
192.2092,192.4091,-55.4784
192.4091,192.6089,-55.3446
192.6089,192.8088,-55.4492
192.8088,193.0086,-55.6771
193.0086,193.2084,-55.8615
193.2084,193.4083,-55.8393
193.4083,193.6081,-55.5278
193.6081,193.808,-54.986
193.808,194.0078,-54.4122
194.0078,194.2077,-54.0572
194.2077,194.4075,-54.0719
194.4075,194.6073,-54.3704
194.6073,194.8072,-54.5956
194.8072,195.007,-54.2477
195.007,195.2069,-52.9524
195.2069,195.4067,-50.6756
195.4067,195.6066,-47.8764
195.6066,195.8064,-45.3595
195.8064,196.0062,-43.9621
196.0062,196.2061,-44.2016

//Parameterized
#Frequency,Power
#(THz),(dBm)
191.9,3.365
194.6,5.0713
195,5.7344



//TRACE,Optical Spectrum,Input 1 (Run 12) 
//NoiseBins
#LowerFrequency,UpperFrequency,Power
#(THz),(THz),(dBm)
191.6097,191.8095,-58.5866
191.8095,192.0094,-57.8149
192.0094,192.2092,-57.2229
192.2092,192.4091,-56.8759
192.4091,192.6089,-56.7978
192.6089,192.8088,-56.9491
192.8088,193.0086,-57.2192
193.0086,193.2084,-57.4471
193.2084,193.4083,-57.4747
193.4083,193.6081,-57.2208
193.6081,193.808,-56.7416
193.808,194.0078,-56.2291
194.0078,194.2077,-55.9278
194.2077,194.4075,-55.9885
194.4075,194.6073,-56.3357
194.6073,194.8072,-56.6317
194.8072,195.007,-56.3973
195.007,195.2069,-55.2678
195.2069,195.4067,-53.2028
195.4067,195.6066,-50.6286
195.6066,195.8064,-48.3006
195.8064,196.0062,-47.0069
196.0062,196.2061,-47.2348

//Parameterized
#Frequency,Power
#(THz),(dBm)
191.7,1.3888
