//DATASET,
//created,Sun, 07 Feb 2021 22:54:44 GMT

//TRACE,Optical Spectrum,Input 1 (Run 1) 
//Parameterized
#Frequency,Power
#(THz),(dBm)
196.0062,196.2061,-46.9322



//TRACE,Optical Spectrum,Input 1 (Run 16) 
//Parameterized
#Frequency,Power
#(THz),(dBm)
191.6,1.3205
191.7,1.7422
191.8,2.1416
191.9,2.5077
192,2.8301
192.1,3.0993
192.2,3.3069
192.3,3.4479
192.4,3.5202
192.5,3.526
192.6,3.4716
192.7,3.3696
192.8,3.2348
192.9,3.0874
193,2.9487
193.1,2.8404
193.2,2.7827
193.3,2.7901
193.4,2.8713
193.5,3.0227
193.6,3.2357
193.7,3.4887
193.8,3.7541
193.9,3.9986
194,4.1902
194.2,4.3232
194.3,4.2467
194.4,4.0896
194.5,3.8915
194.6,3.6994
194.7,3.574
194.8,3.5809
194.9,3.7781
195,4.2056
195.1,4.8851
195.3,6.9549
195.4,8.2362
195.5,9.5681
195.6,10.8459
195.7,11.9595

//NoiseBins
#LowerFrequency,UpperFrequency,Power
#(THz),(THz),(dBm)
191.6097,191.8095,-58.227
191.8095,192.0094,-57.4295
192.0094,192.2092,-56.8139
192.2092,192.4091,-56.4464
192.4091,192.6089,-56.3512
192.6089,192.8088,-56.4881
192.8088,193.0086,-56.7452
193.0086,193.2084,-56.9597
193.2084,193.4083,-56.9719
193.4083,193.6081,-56.7004
193.6081,193.808,-56.202
193.808,194.0078,-55.6707
194.0078,194.2077,-55.3529
194.2077,194.4075,-55.3995
194.4075,194.6073,-55.7316
194.6073,194.8072,-56.0058
194.8072,195.007,-55.7365
195.007,195.2069,-54.5561
195.2069,195.4067,-52.4263
195.4067,195.6066,-49.7832
195.6066,195.8064,-47.3973
195.8064,196.0062,-46.0718
196.0062,196.2061,-46.3033



//TRACE,Optical Spectrum,Input 1 (Run 17) 
//Parameterized
#Frequency,Power
#(THz),(dBm)
191.6,0.9897
191.7,1.3981
191.9,2.1378
192,2.4481
192.1,2.7059
192.2,2.903
192.3,3.0343
192.4,3.0978
192.5,3.0957
192.6,3.0341
192.7,2.9254
192.9,2.6308
193,2.486
193.1,2.3712
193.3,2.3062
193.4,2.3791
193.5,2.5216
193.6,2.7252
193.7,2.9685
193.8,3.2244
193.9,3.4597
194,3.6428
194.2,3.7609
194.3,3.6778
194.4,3.5141
194.5,3.3085
194.6,3.1074
194.7,2.9706
194.8,2.9628
194.9,3.1412
195,3.5459
195.1,4.1984
195.3,6.2039
195.4,7.4507
195.5,8.7488
195.6,9.9953
195.7,11.0825
195.8,11.9102

//NoiseBins
#LowerFrequency,UpperFrequency,Power
#(THz),(THz),(dBm)
191.6097,191.8095,-58.5772
191.8095,192.0094,-57.8048
192.0094,192.2092,-57.2122
192.2092,192.4091,-56.8647
192.4091,192.6089,-56.7861
192.6089,192.8088,-56.937
192.8088,193.0086,-57.2068
193.0086,193.2084,-57.4344
193.2084,193.4083,-57.4615
193.4083,193.6081,-57.2072
193.6081,193.808,-56.7275
193.808,194.0078,-56.2145
194.0078,194.2077,-55.9127
