192,1.595856269
192.1,1.828332211
192.2,2.001821472
192.3,2.111597342
192.4,2.155402885
192.5,-14.85415887
192.6,2.057849693
192.7,1.934397124
192.8,1.779446978
192.9,1.612330007
193,1.453753302
193.1,1.324498968
193.2,1.244185633
193.3,1.226875048
193.4,1.281193392
193.5,1.403701509
193.6,1.586274539
193.7,1.808136922
193.8,2.042665045
193.9,2.257510003
194,2.421609249
194.1,2.510901955
194.2,2.506483212
194.3,2.40851284
194.4,2.229939562
194.5,2.007868484
194.6,1.786679062
194.7,1.624424829
194.8,1.583671673
194.9,1.720426306
195,2.074113512
195.1,2.66648548
195.2,3.499114947
195.3,4.528611983
195.4,5.698293025
195.5,6.920828629
195.6,8.097791844
195.7,9.12576189
195.8,9.908877372
195.9,10.3780133
196,10.47617366
196.1,10.19038569
196.2,9.532035465
196.3,8.549029772
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
192,1.72019352
192.1,1.956369534
192.2,2.133293778
192.3,2.246221876
192.4,2.292891197
192.5,2.275620455
192.6,2.20027709
192.7,2.078983106
192.8,1.926063016
192.9,1.760925261
193,1.604356653
193.1,1.477212218
193.2,1.39917677
193.3,1.384352027
193.4,1.441381992
193.5,1.566799549
193.6,1.752435926
193.7,1.977433743
193.8,2.215073266
193.9,2.432904576
194,2.599782874
194.1,2.691617914
194.2,2.689503946
194.3,2.593694708
194.4,2.417288175
194.5,2.19763089
194.6,1.979366342
194.7,1.820831613
194.8,1.784876132
194.9,1.927718346
195,2.28883719
195.1,2.889994544
195.2,3.732658147
195.3,4.773035005
195.4,5.953965886
195.5,7.187522374
195.6,8.374636586
195.7,9.41123729
