epoch,loss,mean_absolute_percentage_error,r_squared,val_loss,val_mean_absolute_percentage_error,val_r_squared
0,2.5724523067474365,6159923.5,-13.308706283569336,1.420124888420105,9937186.0,-13.409929275512695
1,1.6022725105285645,22587350.0,-8.07340145111084,0.34924226999282837,26443680.0,-2.2468020915985107
2,1.2368698120117188,35785652.0,-5.9972333908081055,0.3861742615699768,25476384.0,-2.6911258697509766
3,1.0660021305084229,33907652.0,-4.892276287078857,0.43603989481925964,25064214.0,-3.234945058822632
4,0.9739700555801392,38913628.0,-4.821458339691162,0.5050631165504456,24695170.0,-3.966036796569824
5,0.8688597679138184,39997080.0,-3.8324646949768066,0.512376070022583,25310144.0,-4.020847320556641
6,0.7831045389175415,41541644.0,-3.3374342918395996,0.5398234128952026,25494224.0,-4.320436477661133
7,0.7152099609375,42692640.0,-3.0277037620544434,0.5585042238235474,25717758.0,-4.526833534240723
8,0.6730157136917114,44966924.0,-2.7977006435394287,0.5640085935592651,26087708.0,-4.602391719818115
9,0.6197474598884583,43563544.0,-2.5510568618774414,0.5432494282722473,26794992.0,-4.381864547729492
10,0.6330601572990417,46667944.0,-2.5906057357788086,0.5525391697883606,26860246.0,-4.485077857971191
11,0.5928789377212524,49929776.0,-2.280316114425659,0.5729154944419861,26716532.0,-4.706748962402344
12,0.5688411593437195,46277608.0,-2.1338694095611572,0.5959524512290955,26487620.0,-4.958093643188477
13,0.5324251055717468,45795096.0,-2.0319557189941406,0.5583967566490173,27198538.0,-4.569272041320801
14,0.5253199934959412,45938808.0,-1.9647959470748901,0.6090966463088989,26538314.0,-5.0952959060668945
15,0.4919671416282654,46339028.0,-1.724794626235962,0.605270266532898,26596314.0,-5.057701110839844
16,0.5000963807106018,49057276.0,-1.7905198335647583,0.5974844098091125,26773446.0,-4.97424840927124
17,0.4881399869918823,50318476.0,-1.690280795097351,0.6025069355964661,26658502.0,-5.020721435546875
18,0.4690762162208557,47821876.0,-1.5919550657272339,0.6010907292366028,26638858.0,-5.002918720245361
19,0.4492698013782501,49240908.0,-1.5274144411087036,0.579330563545227,26889744.0,-4.767199993133545
20,0.47127246856689453,52640520.0,-1.683194637298584,0.5994693040847778,26454468.0,-4.973742961883545
21,0.43816938996315,48364324.0,-1.5239720344543457,0.6264421939849854,25948418.0,-5.251101493835449
22,0.43322303891181946,49846400.0,-1.453517198562622,0.5803624391555786,26454020.0,-4.75771951675415
23,0.42077529430389404,49997244.0,-1.4071224927902222,0.5775365829467773,26432160.0,-4.730374813079834
24,0.42536628246307373,50474780.0,-1.3657513856887817,0.5806097388267517,26270678.0,-4.761926174163818
25,0.4099971354007721,49331312.0,-1.3183925151824951,0.5978137850761414,25933612.0,-4.937682151794434
26,0.4085087180137634,51555960.0,-1.2618356943130493,0.5566695928573608,26402388.0,-4.504920959472656
27,0.4059302806854248,53045020.0,-1.4339687824249268,0.5597355961799622,26127444.0,-4.542823791503906
28,0.3933020234107971,49107884.0,-1.1957733631134033,0.5389965176582336,26307370.0,-4.316750526428223
29,0.3843216598033905,51649356.0,-1.125766396522522,0.5663583278656006,25829116.0,-4.60386848449707
30,0.37490108609199524,50395444.0,-1.1415224075317383,0.5421772003173828,26128334.0,-4.347691535949707
31,0.38687705993652344,51956332.0,-1.252569317817688,0.5510335564613342,25878912.0,-4.434995174407959
32,0.36108899116516113,50045556.0,-1.282697081565857,0.5320935845375061,26081142.0,-4.2342209815979
33,0.35547539591789246,48773616.0,-0.9949043989181519,0.5181117653846741,26181298.0,-4.0883564949035645
34,0.3550139367580414,51524376.0,-1.0379011631011963,0.5232134461402893,25984572.0,-4.136943817138672
35,0.3608151376247406,50384832.0,-1.015055775642395,0.541999340057373,25575104.0,-4.32975959777832
36,0.3512536585330963,49887136.0,-0.9678773283958435,0.5036292672157288,25997682.0,-3.9278507232666016
37,0.3448277413845062,49862020.0,-0.9542815089225769,0.5037953853607178,25906994.0,-3.930685043334961
38,0.3385428786277771,49408656.0,-0.9048336744308472,0.4978597164154053,25868058.0,-3.866022825241089
39,0.3303891122341156,48004396.0,-0.8491846323013306,0.4998563528060913,25784078.0,-3.882524251937866
40,0.33170273900032043,49272052.0,-0.8338330388069153,0.5147325992584229,25478356.0,-4.035341262817383
41,0.32721418142318726,50141964.0,-0.824718713760376,0.506955623626709,25420736.0,-3.9536824226379395
42,0.3317277133464813,49222064.0,-0.8962075710296631,0.504516065120697,25306264.0,-3.9199767112731934
43,0.3236195147037506,48195556.0,-0.8117400407791138,0.48645156621932983,25461942.0,-3.728163242340088
44,0.31589287519454956,48597424.0,-0.7550739049911499,0.48813003301620483,25361168.0,-3.7491564750671387
45,0.319141685962677,50548324.0,-0.7771918177604675,0.48469725251197815,25321510.0,-3.716888427734375
46,0.3119076192378998,48593908.0,-0.7412322163581848,0.49226853251457214,25176600.0,-3.795912027359009
47,0.3114853799343109,48346120.0,-0.7473399043083191,0.48801130056381226,25184406.0,-3.7530357837677
48,0.3040369749069214,48873180.0,-0.6896544098854065,0.4643602669239044,25428060.0,-3.505415201187134
49,0.30619895458221436,47831132.0,-0.7145296335220337,0.47829970717430115,25192930.0,-3.6410574913024902
50,0.3066706657409668,49630344.0,-0.7063204646110535,0.4732891023159027,25125916.0,-3.583651065826416
51,0.2883762717247009,47249816.0,-0.6521626710891724,0.47074341773986816,25146500.0,-3.5631046295166016
52,0.3057003915309906,50282356.0,-0.7117774486541748,0.49204370379447937,24769734.0,-3.7882070541381836
53,0.2978196442127228,48674348.0,-0.6468410491943359,0.47479307651519775,24920250.0,-3.6059226989746094
54,0.2856296896934509,47632044.0,-0.5875564217567444,0.4402851164340973,25307122.0,-3.2491047382354736
55,0.2782774567604065,47960256.0,-0.5391761064529419,0.462373286485672,24932832.0,-3.483792304992676
56,0.273800790309906,46560012.0,-0.5504130125045776,0.4632326662540436,24885588.0,-3.4987144470214844
57,0.2711578607559204,47156376.0,-0.5455195903778076,0.4462372362613678,25056416.0,-3.3218936920166016
58,0.29187914729118347,48721092.0,-0.6273206472396851,0.46594521403312683,24697166.0,-3.5276191234588623
59,0.27686169743537903,47358592.0,-0.5395207405090332,0.4392167031764984,24994820.0,-3.244835376739502
60,0.2698155343532562,47483180.0,-0.5421534776687622,0.43400079011917114,25015574.0,-3.183166027069092
61,0.2742253541946411,49296632.0,-0.5551391839981079,0.4526471495628357,24736882.0,-3.3782496452331543
62,0.26622816920280457,46286172.0,-0.48166972398757935,0.43120241165161133,25006820.0,-3.1569631099700928
63,0.27108633518218994,47297068.0,-0.5236095190048218,0.42869308590888977,24968352.0,-3.130235195159912
64,0.26443925499916077,48232400.0,-0.4825899004936218,0.437063604593277,24769148.0,-3.2214250564575195
65,0.262719988822937,48608528.0,-0.46012017130851746,0.4290187656879425,24823658.0,-3.1399848461151123
66,0.2589094936847687,47927120.0,-0.4342959523200989,0.41404998302459717,24983442.0,-2.9877419471740723
67,0.25366753339767456,47028316.0,-0.49410563707351685,0.40525755286216736,25103506.0,-2.896695613861084
68,0.2582303583621979,47452092.0,-0.43715107440948486,0.4085080027580261,24951776.0,-2.9308488368988037
69,0.2526504695415497,45867932.0,-0.42576318979263306,0.42285117506980896,24689670.0,-3.0800652503967285
70,0.2485135942697525,45604716.0,-0.3671095073223114,0.3852709233760834,25153528.0,-2.6886606216430664
71,0.24924448132514954,45690840.0,-0.37821418046951294,0.4079395532608032,24806760.0,-2.9192652702331543
72,0.25237616896629333,46863752.0,-0.41526034474372864,0.39391425251960754,24909386.0,-2.7716381549835205
73,0.2496740221977234,46713256.0,-0.4042888879776001,0.40356895327568054,24731476.0,-2.8733813762664795
74,0.24111923575401306,46708680.0,-0.34103482961654663,0.3887961804866791,24868908.0,-2.720113754272461
